ID,min_year,max_year
21345,1977,2017
21346,1977,2016
21347,1977,2017
21348,1977,2017
21350,2007,2012
21355,2012,2015
21356,2011,2014
21357,2011,2014
21358,2011,2014
21359,2011,2014
21360,2011,2014
21361,2011,2014
21362,2011,2014
21363,2011,2014
21364,2011,2014
21365,2011,2014
21366,2011,2014
21367,2011,2014
21368,2011,2014
21369,2011,2014
21370,2011,2014
21371,2011,2014
21372,2011,2014
21373,2011,2014
21374,2011,2014
21375,2011,2014
21376,2011,2014
21377,2011,2014
21378,2011,2014
21379,2011,2014
21380,2011,2014
21381,2011,2014
21382,2011,2014
21383,2011,2014
21384,2011,2014
21385,2011,2014
21386,2011,2014
21387,2011,2014
21388,2011,2014
21389,2011,2014
21390,2011,2014
21391,2011,2014
21392,2011,2014
21393,2011,2014
21394,2011,2014
21395,2006,2015
21396,2006,2015
21397,2008,2015
21398,2008,2015
21399,2001,2015
21400,2011,2014
21401,2011,2014
21402,2011,2014
21403,2011,2014
21404,2011,2014
21405,2004,2010
21406,2007,2010
21407,2004,2010
21408,2009,2010
21409,2005,2010
21410,2004,2010
21411,2011,2014
21412,2011,2014
21413,2011,2014
21414,2011,2014
21415,2011,2014
21416,2011,2014
21417,2011,2014
21418,2011,2014
21419,2011,2014
21420,2011,2014
21421,2011,2014
21422,2011,2014
21423,2011,2014
21424,2011,2014
21425,2011,2014
21426,2011,2014
21427,2011,2014
21428,2011,2014
21429,2011,2014
21430,2011,2014
21431,2011,2014
21432,2011,2014
21433,2011,2014
21434,2011,2014
21435,2011,2014
21436,2011,2014
21437,2011,2014
21438,2011,2014
21439,2011,2014
21440,2011,2014
21441,2011,2014
21442,2011,2014
21443,2011,2014
21444,2011,2014
21445,2003,2015
21446,2005,2015
21447,2004,2016
21448,2006,2016
21449,2012,2015
21450,1970,2002
21451,2003,2015
21452,2005,2015
21453,2004,2016
21454,2006,2016
21455,2012,2015
21456,1983,2015
21457,1983,2011
21458,1974,2010
21459,1983,2011
21460,1970,2011
21461,1970,2002
21462,1980,2008
21463,1970,1981
21464,1982,1994
21465,1995,2016
21466,1970,1981
21467,1982,1994
21468,1995,2016
21469,2004,2010
21470,2004,2010
21471,2009,2010
21472,2004,2010
21473,2005,2010
21474,2005,2010
21475,2009,2010
21476,2004,2010
21477,2008,2010
21478,2004,2010
21479,2008,2010
21480,2008,2010
21481,2006,2010
21482,2004,2010
21483,2004,2010
21484,2009,2010
21485,2004,2010
21486,2004,2010
21487,2005,2010
21488,2004,2010
21489,2005,2010
21490,2009,2010
21491,2004,2010
21492,2006,2010
21493,2005,2009
21494,2004,2010
21495,2007,2010
21496,2004,2010
21497,2008,2010
21498,2004,2010
21499,2007,2010
21500,2004,2010
21501,2009,2010
21502,2005,2010
21503,2004,2010
21504,2011,2014
21505,2011,2014
21506,2011,2014
21507,2011,2014
21508,2011,2014
21509,2011,2014
21510,2011,2014
21511,2011,2014
21512,2011,2014
21513,2011,2014
21514,2011,2014
21515,2011,2014
21516,2011,2014
21517,2011,2014
21518,2011,2014
21519,2011,2014
21520,2011,2014
21521,2011,2014
21522,2011,2014
21523,2011,2014
21524,2011,2014
21525,2011,2014
21526,2011,2014
21527,2011,2014
21528,2011,2014
21529,2011,2014
21530,2011,2014
21531,2011,2014
21532,2011,2014
21533,2011,2014
21534,2011,2014
21535,2011,2014
21536,2011,2014
21537,2004,2010
21538,2004,2010
21539,2009,2010
21540,2004,2010
21541,2005,2010
21542,2005,2010
21543,2009,2010
21544,2004,2010
21545,2008,2010
21546,2004,2010
21547,2008,2010
21548,2008,2010
21549,2006,2010
21550,2004,2010
21551,2004,2010
21552,2009,2010
21553,2004,2010
21554,2004,2010
21555,2005,2010
21556,2004,2010
21557,2005,2010
21558,2009,2010
21559,2004,2010
21560,2006,2010
21561,2005,2009
21562,2004,2010
21563,2007,2010
21564,2004,2010
21565,2008,2010
21566,2004,2010
21567,2007,2010
21568,2004,2010
21569,2009,2010
21570,2005,2010
21571,2004,2010
21572,2011,2014
21573,2011,2014
21574,2011,2014
21575,2011,2014
21576,2011,2014
21577,2011,2014
21578,2011,2014
21579,2011,2014
21580,2011,2014
21581,2011,2014
21582,2011,2014
21583,2011,2014
21584,2011,2014
21585,2011,2014
21586,2011,2014
21587,2011,2014
21588,2011,2014
21589,2011,2014
21590,2011,2014
21591,2011,2014
21592,2011,2014
21593,2011,2014
21594,2011,2014
21595,2011,2014
21596,2011,2014
21597,2011,2014
21598,2011,2014
21599,2011,2014
21600,2011,2014
21601,2011,2014
21602,2011,2014
21603,2011,2014
21604,2011,2014
21605,2007,2012
21606,1983,2013
21607,1970,1981
21608,1982,1994
21609,1995,2016
21610,2003,2015
21611,2005,2015
21612,2004,2016
21613,2006,2016
21614,2012,2015
21615,2006,2016
21616,1982,1994
21617,1995,2016
21618,2005,2015
21619,2003,2015
21620,2005,2011
21621,2008,2016
21622,1970,1981
21623,1982,1994
21624,1995,2016
21625,1970,1981
21626,1982,1994
21627,1995,2016
21628,2003,2015
21629,2007,2015
21630,2007,2016
21631,2003,2015
21632,2005,2015
21633,2004,2016
21634,2012,2015
21635,1996,2016
21636,1990,1994
21637,1995,2016
21638,2003,2015
21639,2005,2015
21640,2004,2016
21641,2008,2010
21642,2012,2015
21643,1979,2011
21644,1970,1981
21645,1982,1994
21646,1995,2016
21647,1970,1981
21648,1982,1994
21649,1995,2016
21650,1970,1981
21651,1982,1994
21652,1995,2016
21653,1970,1981
21654,1982,1994
21655,1995,2016
21656,2003,2015
21657,2005,2015
21658,2004,2016
21659,2006,2016
21660,2003,2015
21661,2005,2015
21662,2004,2016
21663,2006,2016
21664,2012,2015
21665,2011,2013
21666,2003,2015
21667,2005,2015
21668,2004,2016
21669,2012,2015
21670,2003,2013
21671,2007,2009
21672,2007,2016
21673,2007,2015
21674,2012,2016
21675,2006,2015
21676,1976,2015
21677,2006,2015
21678,2003,2013
21679,2005,2015
21680,2006,2016
21681,2004,2005
21684,2007,2012
21685,1970,2001
21686,2003,2015
21687,2005,2015
21688,2004,2016
21689,2012,2015
21690,1970,2012
21691,2006,2015
21692,2008,2015
21693,2001,2015
21694,1980,2015
21695,2006,2014
21696,2008,2015
21697,2001,2015
21698,2001,2015
21699,1977,2015
21700,2006,2015
21701,2008,2015
21702,2001,2015
21703,2001,2015
21704,1995,2016
21705,2011,2013
21706,1986,1988
21707,1997,2016
21708,2001,2015
21709,2005,2015
21710,2012,2015
21711,1999,2014
21712,1970,1981
21713,1982,1994
21714,1995,2016
21715,1970,1981
21716,1983,1994
21717,1995,2016
21718,1970,1981
21719,1982,1994
21720,1995,2016
21721,1970,1981
21722,1982,1994
21723,1995,2016
21724,1970,1981
21725,1982,1994
21726,1995,2016
21727,2013,2015
21728,2012,2015
21729,2009,2015
21730,2008,2009
21731,1970,1981
21732,1982,1994
21733,1995,2016
21734,1970,1981
21735,1982,1994
21736,1995,2016
21737,1977,2000
21738,1970,1981
21739,1982,1994
21740,1995,2016
21741,1970,1981
21742,1982,1994
21743,1995,2016
21744,1973,1980
21745,1987,1990
21746,1995,2016
21747,1986,1988
21748,1996,2016
21749,2007,2013
21750,2005,2015
21751,2008,2016
21752,2012,2015
21753,2006,2016
21754,2005,2015
21755,2008,2014
21756,2008,2016
21757,2003,2015
21758,2005,2015
21759,2003,2015
21760,2005,2015
21761,2004,2016
21762,2006,2016
21763,2003,2015
21764,2005,2015
21765,2004,2016
21766,2006,2016
21767,2012,2015
21768,2003,2015
21769,2005,2015
21770,2004,2016
21771,2012,2015
21772,2003,2015
21773,2005,2015
21774,2006,2007
21775,1974,1981
21776,1982,1994
21777,1995,2016
21778,1999,2013
21779,2013,2015
21780,2003,2015
21781,2005,2015
21782,2004,2016
21783,2006,2016
21784,2012,2015
21785,1998,2006
21786,2003,2013
21787,2005,2007
21788,2006,2016
21789,2006,2008
21790,2009,2015
21791,2009,2015
21792,2010,2016
21793,2010,2016
21794,1970,1981
21795,1982,1994
21796,1995,2016
21797,1970,1981
21798,1982,1994
21799,1995,2016
21800,1985,1994
21801,1995,2016
21802,1996,2012
21803,2004,2005
21804,1970,2010
21805,1970,1981
21806,1982,1994
21807,1995,2016
21808,1970,1981
21809,1982,1994
21810,1995,2016
21811,2004,2010
21812,2004,2010
21813,2009,2010
21814,2004,2010
21815,2005,2010
21816,2005,2010
21817,2009,2010
21818,2004,2010
21819,2008,2010
21820,2004,2010
21821,2008,2010
21822,2008,2010
21823,2009,2010
21824,2004,2010
21825,2004,2010
21826,2009,2010
21827,2004,2010
21828,2004,2010
21829,2005,2010
21830,2004,2010
21831,2005,2010
21832,2009,2010
21833,2004,2010
21834,2006,2010
21835,2005,2009
21836,2004,2010
21837,2007,2010
21838,2004,2010
21839,2008,2010
21840,2004,2010
21841,2007,2010
21842,2004,2010
21843,2009,2010
21844,2005,2010
21845,2004,2010
21846,2011,2014
21847,2011,2014
21848,2011,2014
21849,2011,2014
21850,2011,2014
21851,2011,2014
21852,2011,2014
21853,2011,2014
21854,2011,2014
21855,2011,2014
21856,2011,2014
21857,2011,2014
21858,2011,2014
21859,2011,2014
21860,2011,2014
21861,2011,2014
21862,2011,2014
21863,2011,2014
21864,2011,2014
21865,2011,2014
21866,2011,2014
21867,2011,2014
21868,2011,2014
21869,2011,2014
21870,2011,2014
21871,2011,2014
21872,2011,2014
21873,2011,2014
21874,2011,2014
21875,2011,2014
21876,2011,2014
21877,2011,2014
21878,2011,2014
21879,2011,2014
21880,1970,1981
21881,1982,1994
21882,1995,2016
21883,1970,1981
21884,1982,1994
21885,1995,2016
21886,2003,2015
21887,2005,2015
21888,2004,2016
21889,2006,2016
21890,2012,2015
21891,2003,2015
21892,2005,2015
21893,2004,2016
21894,2012,2015
21895,2004,2010
21896,2004,2009
21897,2005,2009
21898,2008,2010
21899,2004,2010
21900,2008,2010
21901,2005,2009
21902,2008,2010
21903,2004,2010
21904,2006,2010
21905,2009,2010
21906,2006,2010
21907,2005,2007
21908,2004,2009
21909,2004,2010
21910,2006,2010
21911,2005,2008
21912,2004,2008
21913,1995,2016
21914,2011,2014
21915,2011,2014
21916,2011,2014
21917,2011,2014
21918,2011,2014
21919,2011,2014
21920,2011,2014
21921,2011,2014
21922,2011,2014
21923,2006,2010
21924,2001,2015
21925,1976,2016
21926,2006,2015
21927,2008,2015
21928,2001,2015
21929,2001,2015
21930,1998,2013
21931,2003,2015
21932,2005,2015
21933,2004,2016
21934,2006,2016
21935,2012,2015
21936,2008,2010
21937,2004,2010
21938,2004,2007
21939,2008,2009
21940,2011,2014
21941,1976,2015
21942,2006,2015
21943,2001,2015
21944,1978,1998
21945,2007,2010
21946,2005,2007
21947,2007,2009
21948,2007,2008
21949,2008,2010
21950,2004,2006
21951,2004,2010
21952,2005,2008
21953,2007,2010
21954,2007,2008
21955,2007,2010
21956,2007,2010
21957,2005,2008
21958,2005,2010
21959,2004,2010
21960,2005,2010
21961,2011,2014
21962,2011,2014
21963,2011,2014
21964,2011,2014
21965,2011,2014
21966,2011,2014
21967,2011,2014
21968,2011,2014
21969,1976,2013
21970,2006,2010
21971,1994,2001
21972,2014,2015
21974,2008,2010
21976,2011,2013
21977,2011,2013
21979,2010,2011
21983,2009,2013
21984,1999,2013
21985,2010,2013
21986,2001,2013
21988,2008,2010
21990,2009,2010
21991,2011,2014
21992,2011,2014
21993,2011,2014
21994,1970,1981
21995,1982,1994
21996,1995,2016
21997,1970,1981
21998,1982,1994
21999,1995,2016
22000,2005,2015
22001,2005,2010
22002,2004,2010
22003,2004,2006
22004,2009,2010
22005,2005,2007
22006,2008,2010
22007,2005,2007
22008,2004,2010
22009,2006,2010
22010,2007,2010
22011,2006,2007
22012,2005,2008
22013,2004,2010
22014,2011,2014
22015,2011,2014
22016,1970,1981
22017,1983,1993
22018,1995,2016
22019,1970,1981
22020,1982,1988
22021,1995,2016
22022,2006,2016
22023,2006,2016
22024,2002,2003
22025,1970,1981
22026,1982,1994
22027,1995,2016
22028,1970,1975
22029,1983,1991
22030,1995,2016
22031,1980,1985
22032,1983,1992
22033,1977,2012
22034,1995,2009
22035,2010,2011
22036,1988,1989
22037,2005,2014
22038,2005,2014
22039,1970,2014
22040,2003,2013
22041,1954,2014
22042,1954,2014
22043,1955,2013
22044,1955,2013
22045,1955,2013
22046,2003,2015
22047,2006,2016
22048,1954,2014
22049,1954,2014
22050,1954,2013
22051,1954,2014
22052,1954,2014
22053,1954,2014
22054,1954,2014
22055,2002,2003
22056,2005,2006
22058,2005,2013
22059,1960,2014
22060,1961,2014
22061,1960,2013
22062,1960,2014
22063,1960,2014
22064,1960,2013
22065,2000,2014
22066,1965,2003
22067,1960,2014
22068,1960,2014
22069,1960,2014
22070,1960,2014
22071,1960,2014
22072,1987,2011
22073,1960,2014
22074,1960,2014
22075,1960,2012
22076,1960,2014
22077,2001,2012
22078,2004,2013
22079,2005,2015
22080,2004,2016
22081,1985,2001
22082,1985,2011
22083,1985,2012
22084,1985,2013
22085,1985,2014
22086,1985,2014
22087,1985,2006
22088,2003,2015
22089,2005,2015
22090,2004,2016
22091,2006,2016
22092,2012,2015
22093,2004,2005
22094,2004,2006
22095,2004,2010
22096,2004,2010
22097,2005,2010
22098,2009,2010
22099,2005,2010
22100,2007,2010
22101,2008,2010
22102,2008,2010
22103,2004,2007
22104,2004,2009
22105,2004,2010
22106,2009,2010
22107,2006,2010
22108,2008,2009
22109,2004,2010
22110,2008,2009
22111,2004,2009
22112,2009,2010
22113,2004,2010
22114,2007,2009
22115,2005,2010
22116,2009,2010
22117,2009,2010
22118,2004,2005
22119,2011,2014
22120,2009,2011
22122,2008,2011
22123,2011,2015
22124,1970,2001
22125,2003,2015
22126,2005,2015
22127,2004,2016
22128,2006,2016
22129,2012,2015
22130,1985,1994
22131,1995,2016
22132,1995,2016
22133,2006,2015
22134,2008,2015
22135,2001,2015
22136,2001,2015
22137,1976,2016
22138,1981,1991
22139,1998,2009
22140,2007,2012
22141,2004,2005
22142,2004,2005
22143,2004,2010
22144,2005,2008
22145,2008,2010
22146,2004,2006
22147,2005,2008
22148,2007,2008
22149,2004,2005
22150,2011,2014
22151,1970,1981
22152,1982,1994
22153,1995,2016
22154,1972,1981
22155,1982,1994
22156,1995,2016
22157,2005,2015
22158,2004,2016
22159,2012,2015
22160,2007,2012
22161,2005,2010
22162,2004,2010
22163,2009,2010
22164,2004,2010
22165,2007,2010
22166,2005,2010
22167,2009,2010
22168,2004,2010
22169,2008,2010
22170,2004,2010
22171,2008,2010
22172,2008,2010
22173,2006,2010
22174,2004,2010
22175,2004,2010
22176,2009,2010
22177,2004,2010
22178,2004,2010
22179,2005,2010
22180,2004,2010
22181,2005,2010
22182,2009,2010
22183,2004,2010
22184,2006,2010
22185,2005,2009
22186,2004,2010
22187,2007,2010
22188,2004,2010
22189,2008,2010
22190,2004,2010
22191,2007,2010
22192,2004,2010
22193,2005,2010
22194,2004,2010
22195,2011,2014
22196,2011,2014
22197,2011,2014
22198,2011,2014
22199,2011,2014
22200,2011,2014
22201,2011,2014
22202,2011,2014
22203,2011,2014
22204,2011,2014
22205,2011,2014
22206,2011,2014
22207,2011,2014
22208,2011,2014
22209,2011,2014
22210,2011,2014
22211,2011,2014
22212,2011,2014
22213,2011,2014
22214,2011,2014
22215,2011,2014
22216,2011,2014
22217,2011,2014
22218,2011,2014
22219,2011,2014
22220,2011,2014
22221,2011,2014
22222,2011,2014
22223,2011,2014
22224,2011,2014
22225,2005,2015
22226,2003,2015
22227,2005,2015
22228,2004,2016
22229,2003,2013
22230,2005,2015
22231,1972,1983
22232,1996,2013
22233,1974,2008
22234,1982,2006
22235,1970,1981
22236,1982,1994
22237,1995,2016
22238,1970,1981
22239,1982,1994
22240,1995,2016
22241,1984,1995
22242,1996,2013
22243,2006,2014
22244,2008,2015
22245,2001,2015
22246,2001,2015
22247,1979,2014
22248,2008,2012
22249,2012,2015
22250,2007,2015
22251,2008,2014
22252,2006,2016
22253,2004,2011
22254,2005,2015
22255,2004,2016
22256,2006,2012
22257,2004,2010
22258,2004,2010
22259,2009,2010
22260,2004,2010
22261,2005,2010
22262,2005,2010
22263,2009,2010
22264,2004,2010
22265,2008,2010
22266,2004,2010
22267,2004,2010
22268,2004,2010
22269,2009,2010
22270,2004,2010
22271,2004,2010
22272,2005,2010
22273,2004,2010
22274,2005,2010
22275,2009,2010
22276,2004,2010
22277,2006,2010
22278,2005,2009
22279,2004,2010
22280,2007,2010
22281,2004,2010
22282,2009,2010
22283,2004,2010
22284,2007,2010
22285,2004,2010
22286,2009,2010
22287,2005,2010
22288,2004,2010
22289,1970,1981
22290,1982,1994
22291,1995,2016
22292,1970,1981
22293,1982,1994
22294,1995,2016
22295,2011,2014
22296,2011,2014
22297,2011,2014
22298,2011,2014
22299,2011,2014
22300,2011,2014
22301,2011,2014
22302,2011,2014
22303,2011,2014
22304,2011,2014
22305,2011,2014
22306,2011,2014
22307,2011,2014
22308,2011,2014
22309,2011,2014
22310,2011,2014
22311,2011,2014
22312,2011,2014
22313,2009,2013
22314,2007,2011
22315,2014,2016
22316,2004,2010
22317,2004,2010
22318,2009,2010
22319,2004,2010
22320,2005,2010
22321,2005,2010
22322,2009,2010
22323,2004,2010
22324,2008,2010
22325,2004,2010
22326,2008,2010
22327,2008,2010
22328,2006,2010
22329,2004,2010
22330,2004,2010
22331,2009,2010
22332,2004,2010
22333,2004,2010
22334,2005,2010
22335,2004,2010
22336,2005,2010
22337,2009,2010
22338,2004,2010
22339,2006,2010
22340,2005,2009
22341,2004,2010
22342,2007,2009
22343,2004,2010
22344,2008,2010
22345,2004,2010
22346,2007,2010
22347,2004,2010
22348,2009,2010
22349,2005,2010
22350,2004,2010
22351,2011,2014
22352,2011,2014
22353,2011,2014
22354,2011,2014
22355,2011,2014
22356,2011,2014
22357,2011,2014
22358,2011,2014
22359,2011,2014
22360,2011,2014
22361,2011,2014
22362,2011,2014
22363,2011,2014
22364,2011,2014
22365,2011,2014
22366,2011,2014
22367,2011,2014
22368,2011,2014
22369,2011,2014
22370,2011,2014
22371,2011,2014
22372,2011,2014
22373,2011,2014
22374,2011,2014
22375,2011,2014
22376,2011,2014
22377,2011,2014
22378,2011,2014
22379,2011,2014
22380,2011,2014
22381,2003,2013
22382,2003,2015
22383,2005,2015
22384,2004,2016
22385,2006,2016
22386,2012,2015
22387,1975,2013
22388,1983,2008
22389,1980,2016
22390,1980,2016
22391,1967,1974
22392,1978,1980
22393,1982,1994
22394,1968,1980
22395,1982,2008
22396,1980,2007
22405,1973,1985
22406,1970,1981
22407,1983,1994
22408,1995,2016
22409,1995,2014
22410,2004,2016
22411,2012,2015
22412,2007,2012
22413,2007,2012
22414,2005,2015
22415,2005,2015
22416,2004,2016
22417,2008,2016
22418,2010,2014
22419,2007,2012
22420,2015,2016
22424,2015,2016
22427,2015,2016
22428,2015,2016
22429,2015,2016
22430,2015,2016
22431,2004,2010
22432,2009,2010
22433,2009,2010
22434,2004,2010
22435,2005,2010
22436,2005,2009
22437,2007,2008
22438,2005,2009
22439,2008,2009
22440,2004,2010
22441,2008,2009
22442,2007,2009
22443,2011,2014
22444,2011,2014
22445,2006,2015
22446,2008,2015
22447,2001,2015
22448,2001,2015
22449,1976,2016
22450,2005,2009
22451,2004,2010
22452,2012,2015
22453,2003,2004
22454,2006,2009
22455,2005,2007
22456,1970,1981
22457,1982,1994
22458,1995,2016
22459,1970,1980
22460,1984,1994
22461,1995,2016
22462,2004,2009
22463,2005,2008
22464,2005,2010
22465,2005,2006
22466,2005,2009
22467,2004,2009
22468,2006,2009
22469,2009,2010
22470,1977,1981
22471,1982,1984
22472,1995,2016
22473,1996,2016
22474,2011,2014
22475,2011,2014
22476,2007,2013
22477,2003,2015
22478,2005,2015
22479,2004,2016
22480,2006,2016
22481,2003,2015
22482,2005,2015
22483,2004,2016
22484,2006,2016
22485,2004,2015
22486,2006,2016
22487,2006,2016
22488,2003,2015
22489,2005,2015
22490,2004,2016
22491,2006,2016
22492,2003,2015
22493,2007,2015
22494,2004,2016
22495,2006,2016
22496,2003,2015
22497,2005,2015
22498,2004,2016
22499,2006,2016
22500,2007,2013
22501,2005,2015
22502,2004,2016
22503,2012,2015
22504,2008,2016
22505,2003,2015
22506,2005,2015
22507,2004,2016
22508,2006,2016
22509,2003,2015
22510,2005,2015
22511,2004,2016
22512,2006,2016
22513,2012,2015
22514,2003,2015
22515,2005,2015
22516,2004,2016
22517,2006,2016
22518,2012,2015
22519,2005,2013
22520,2005,2015
22521,2004,2016
22522,2007,2014
22523,2003,2015
22524,2005,2015
22525,2004,2016
22526,2006,2016
22527,2003,2015
22528,2005,2015
22529,2004,2016
22530,2006,2016
22531,2003,2013
22532,2003,2015
22533,2004,2016
22534,2006,2016
22535,2003,2015
22536,2005,2011
22537,2006,2016
22538,2003,2015
22539,2005,2015
22540,2004,2016
22541,2012,2015
22542,2003,2004
22543,2005,2015
22544,2003,2015
22545,2006,2014
22546,2005,2013
22547,2008,2014
22548,2005,2013
22549,2005,2013
22550,2006,2012
22551,2007,2015
22552,2009,2013
22553,2003,2015
22554,2005,2015
22555,2004,2016
22556,2006,2016
22557,1970,2009
22558,2003,2015
22559,2005,2015
22560,2004,2016
22561,2006,2016
22562,2003,2015
22563,2005,2015
22564,2004,2016
22565,2006,2016
22566,2003,2015
22567,2009,2015
22568,2004,2016
22569,2006,2016
22570,2003,2015
22571,2005,2015
22572,2004,2016
22573,2007,2016
22574,2012,2015
22575,2006,2016
22576,2004,2015
22577,2004,2016
22578,2010,2016
22579,2003,2015
22580,2006,2016
22581,2003,2015
22582,2005,2015
22583,2006,2016
22584,2006,2016
22585,2003,2015
22586,2005,2015
22587,2004,2016
22588,2006,2016
22589,2003,2015
22590,2005,2015
22591,2004,2016
22592,2006,2016
22593,2003,2015
22594,2005,2015
22595,2004,2016
22596,2006,2016
22597,2012,2015
22598,2004,2015
22599,2004,2012
22600,2006,2016
22601,2006,2014
22602,2007,2012
22603,2007,2012
22604,1972,1981
22605,1982,1994
22606,1995,2016
22607,1970,1981
22608,1982,1994
22609,1995,2016
22610,2003,2015
22611,2005,2015
22612,2004,2016
22613,2006,2016
22614,2012,2015
22615,2003,2013
22616,2008,2012
22617,2006,2016
22618,2012,2016
22619,2007,2012
22620,2007,2012
22621,2008,2012
22622,2007,2012
22623,2004,2010
22624,2007,2010
22625,2007,2010
22626,2008,2010
22627,2008,2009
22628,2004,2010
22629,2004,2010
22630,2009,2010
22631,2005,2010
22632,2006,2010
22633,2005,2010
22634,2004,2010
22635,2009,2010
22636,2007,2010
22637,2007,2010
22638,2006,2010
22639,2006,2010
22640,2006,2010
22641,2004,2010
22642,2011,2014
22643,2011,2014
22644,2011,2014
22645,2011,2014
22646,2011,2014
22647,2011,2014
22648,2011,2014
22649,2011,2014
22650,2006,2016
22651,2007,2014
22652,2004,2010
22653,2004,2010
22654,2004,2010
22655,2009,2010
22656,2005,2010
22657,2008,2010
22658,2004,2010
22659,2004,2010
22660,2005,2007
22661,2004,2010
22662,2005,2010
22663,2004,2010
22664,2006,2010
22665,2006,2010
22666,2007,2009
22667,2004,2010
22668,2007,2010
22669,2004,2007
22670,2004,2010
22671,2008,2010
22672,2007,2010
22673,2005,2010
22674,2004,2010
22675,1972,1973
22676,1989,1993
22677,1995,2016
22678,1971,1979
22679,1982,1992
22680,1996,2016
22681,2011,2014
22682,2011,2014
22683,2011,2014
22684,2011,2014
22685,2011,2014
22686,2011,2014
22687,2011,2014
22688,2011,2014
22689,1996,2014
22690,2003,2015
22691,2005,2015
22692,2004,2016
22693,2012,2015
22694,2003,2007
22695,1998,2009
22696,2005,2015
22697,2011,2013
22698,2011,2015
22699,2010,2016
22700,1971,1974
22701,1982,1994
22702,1995,2016
22703,1974,1978
22704,1982,1993
22705,1995,2016
22706,2005,2011
22707,1982,1994
22708,1995,2016
22709,1982,1994
22710,1995,2016
22711,2005,2010
22712,2008,2010
22713,2009,2010
22714,2007,2010
22715,1982,1994
22716,1995,2016
22717,1982,1994
22718,1995,2016
22719,2011,2014
22720,2008,2013
22721,1991,2012
22722,2000,2003
22723,2000,2004
22724,2001,2003
22725,2000,2004
22726,2007,2012
22727,2005,2013
22728,2007,2008
22729,2011,2015
22730,2006,2016
22731,2006,2016
22732,2004,2005
22733,2005,2013
22734,2006,2016
22735,1985,2016
22736,1995,2016
22737,1970,1981
22738,1982,1994
22739,1995,2016
22740,1970,1981
22741,1982,1994
22742,1995,2016
22743,1987,2014
22744,1987,2014
22745,1987,2014
22746,1987,2014
22747,1987,2014
22748,1987,2014
22749,1987,2014
22750,1987,2014
22751,1987,2014
22752,1997,2001
22753,1987,1990
22754,1987,1990
22755,1987,1990
22756,1987,1990
22757,1987,1990
22758,1987,1990
22759,1987,1990
22760,1987,1990
22761,1987,1990
22762,1987,1990
22763,1987,1990
22764,1998,2001
22765,1987,2014
22766,1987,2014
22767,1987,2014
22768,1987,2014
22769,1987,2014
22770,1987,2014
22771,1987,2014
22772,1987,2014
22773,1987,2000
22774,1987,2000
22775,2003,2014
22776,2012,2014
22777,2012,2014
22778,2012,2014
22779,2012,2014
22780,2012,2014
22781,2012,2013
22782,2012,2014
22783,2004,2006
22784,2004,2011
22785,2005,2011
22786,2005,2011
22787,1984,1994
22788,1992,1993
22789,1994,2014
22790,1994,2014
22791,1997,2014
22792,1994,2014
22793,1994,2014
22794,1994,2014
22795,1994,2014
22796,1994,2014
22797,1994,2014
22798,1994,2014
22799,1994,2014
22800,1994,2014
22801,1994,2014
22802,2008,2014
22803,1987,2014
22804,1987,2014
22805,1987,2014
22806,1990,2014
22807,1990,2014
22808,1987,2014
22809,1987,2014
22819,1987,1990
22820,1987,1990
22821,1987,1990
22822,1987,1990
22823,1987,1990
22824,1987,1990
22825,1987,1990
22826,1987,1990
22827,1987,1990
22828,1987,1990
22829,1987,1990
22830,1987,2014
22831,1987,2014
22832,1987,2014
22833,1987,2014
22834,1987,2014
22835,1987,2014
22836,1987,2014
22837,1996,2001
22838,1987,1990
22839,1987,1990
22840,1987,1990
22841,1987,1990
22842,1987,1990
22843,1987,1990
22844,1987,1990
22845,1987,1990
22846,1987,1990
22847,1987,1990
22848,1987,1990
22849,1987,1990
22850,1987,1990
22851,1987,1990
22852,1987,1990
22853,1987,1990
22854,1987,1990
22855,1987,1990
22856,1987,1990
22857,1987,1990
22858,1987,1990
22859,1987,1990
22860,1995,2016
22861,1995,2016
22862,1995,2016
22864,1985,2011
22866,2007,2010
22867,1996,2014
22903,1985,2013
22904,2010,2015
22905,1977,2014
22906,1977,2012
22907,1969,2006
22908,1982,2014
22909,2005,2013
22910,2005,2013
22911,2005,2013
22912,2000,2013
22913,1985,1999
22914,1979,2006
22915,1985,2005
22916,1985,2009
22917,1985,2010
22918,1983,2012
22919,1991,2008
22920,2011,2014
22921,1997,2008
22922,1993,2017
22923,1991,2009
22924,1991,2009
22925,1991,2009
22926,1991,2009
22927,1991,2009
22928,1991,2009
22929,1991,2009
22930,1991,2009
22931,1991,2009
22932,1991,2009
22933,1991,2009
22934,1991,2009
22935,1991,2009
22936,1991,2009
22937,1991,2009
22938,1991,2009
22939,1991,2009
22940,1991,2009
22941,1991,2009
22942,1991,2009
22943,1991,2009
22944,1991,2009
22945,1981,2002
22946,1979,2001
22947,1979,2002
22948,1978,2000
22949,1978,2002
22950,1985,2002
22951,1995,2015
22952,1995,2015
22953,2011,2015
22954,2003,2009
22955,2001,2010
22956,2001,2010
22957,2003,2010
22958,2001,2010
22959,2001,2010
22960,2001,2010
22961,2009,2013
22962,2009,2013
22963,2009,2013
22964,2002,2012
22965,2002,2012
22966,2002,2012
22967,2002,2012
22968,2002,2012
22969,1984,1994
22970,1984,1994
22971,1984,1994
22972,1984,1994
22973,1984,1994
22974,1984,1994
