"Binomial","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","global_abundance","max_growth_rate","Body.Mass.gram."
"Melanitta fusca",NA,NA,NA,NA,NA,0,-0.0155369766872111,-0.0155369766872111,-0.0155369766872111,-0.0155369766872111,0,0,-0.0569716761534185,-0.0569716761534185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3965619,0,1790
"Melanitta nigra",0.178033355609341,0.229112846887066,-0.0875308214133347,-0.025339152271961,-0.0302793756485677,-0.0361465357794055,0.214835457079271,-0.23185508159329,-0.198823094176841,0.124234307655705,-0.0127934519974154,0.124372118707314,0.0377462262461191,0.0408390330971859,0.154508293901963,-0.108762522436333,0.137014777281172,0.0716685840055696,0.3304337457112,-0.159238482361817,0.15682906756384,NA,-0.495720113820858,0.365481159098066,NA,10997832,0.365481159098066,1052
"Melanitta perspicillata",NA,NA,NA,-0.0286345809711924,-0.0286345809712011,-0.0286345809712194,-0.0286345809712469,-0.0286345809712826,-0.0286345809713235,-0.0286345809713658,-0.028634580971405,-0.0286345809714448,-0.0286345809715003,-0.0286345809715828,-0.0286345809716854,-0.028634580971782,-0.0286345809718528,-0.0286345809718992,-0.028634580971937,-0.0286345809719691,-0.0286345809719856,-0.0286345809719809,-0.0286345809719672,-0.0286345809719596,-0.0286345809719596,25643719,-0.0286345809711924,1098
"Melanocorypha calandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0347349110816793,-0.0367743491204999,-0.0396642281322694,-0.00383833534895828,0.00514007938859025,0.00715783300177899,0.00973016320902169,0.0122271977750819,0.00524794478331572,0.00889238833625353,0.0122846823925077,0.0142967271511811,0.0141700355089797,0.0123748774586081,5995089,0.0142967271511811,61.6
"Melanodryas cucullata",-0.0264692198714963,-0.0264692198733926,-0.0264692198751928,-0.0264692198768551,-0.0264692198783085,-0.0264692198794578,-0.0264692198802269,-0.0264692198806207,-0.026469219880755,-0.0264692198808082,-0.0264692198809108,-0.0264692198810672,-0.0264692198811923,-0.0264692198812346,-0.0264692198812503,-0.0264692198813318,-0.0264692198814809,-0.0264692198815971,NA,NA,NA,NA,NA,NA,NA,2222499,-0.0264692198714963,21.3
"Meleagris gallopavo",0.217807664707558,0.0548946910654851,0.0499438283003878,0.0441520704676359,0.0456749604693471,0.0502696614039402,0.0520126145010823,0.0521730561148558,0.0541477869191118,0.056624808605893,0.056884791196388,0.056505997671809,0.0583777097884562,0.0606894782533692,0.0594061357496413,0.0555967748157545,0.0549497836810425,0.0596851905299053,0.0655658328516878,0.0679712285360246,0.0668426535919737,0.0642093581775742,0.0610189913222624,0.0588763148852188,0.0610272199635737,4856974,0.217807664707558,7400
"Melierax canorus",0.129497751549982,0.126277943138546,0.111876689117017,0.10029465093817,0.0943773957827891,NA,0.00127345113486899,0.00127345113486904,0.0012734511348691,0.00127345113486893,0.0012734511348691,0.00127345113486899,0.00127345113486899,0.0012734511348691,0.00127345113486899,0.0012734511348691,0.00127345113486893,0.00127345113486904,0.00127345113486904,0.00127345113486904,0.00127345113486904,0.00127345113486904,0.00127345113486899,0.00127345113486904,0.00127345113486904,462932,0.129497751549982,675
"Melierax metabates",NA,NA,NA,NA,NA,NA,-0.00585645973467208,-0.00585645973467197,-0.00585645973467197,-0.00585645973467208,-0.00585645973467197,-0.00585645973467197,-0.00585645973467208,-0.00585645973467197,-0.00585645973467197,-0.00585645973467208,-0.00585645973467197,-0.00585645973467197,-0.00585645973467197,-0.00585645973467208,-0.00585645973467197,-0.00585645973467197,-0.00585645973467197,-0.00585645973467208,-0.00585645973467197,1655984,-0.00585645973467197,705
"Meliphaga lewinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0452217702249107,NA,NA,NA,NA,NA,NA,2122996,-0.0452217702249107,33.7
"Melithreptus brevirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1849036,-Inf,12.6
"Melithreptus gularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0434782608695652,0.120962082791331,0.0844731518620751,0.0958597201874573,0.0958597201874573,-0.0625500589073992,-0.0625500589073993,-0.190724433143211,-0.190724433143211,-0.0440618219846995,-0.0440618219846995,-0.0748559288705702,-0.0748559288705702,0.173913043478261,1577439,0.173913043478261,19.5
"Melithreptus lunatus",0.0401437577368779,0.0253059322674621,0.00781080373541992,-0.00831980664678006,-0.0212758144843392,-0.0308099309537733,-0.0381383766290277,-0.0439544199639544,-0.0457651341020773,-0.0392627306260484,-0.0242980377445517,-0.00864465808999471,-0.00324677365505271,-0.0124238033581082,-0.029600463973501,-0.0436948821559599,-0.0492519715516043,-0.0493770436001302,0.00103138332801445,NA,NA,NA,NA,NA,NA,1395748,0.0401437577368779,14.1
"Melospiza georgiana",-0.00084717537968875,0.000553016500653463,0.00183142460729779,0.00181281158918582,0.00177186870580384,0.00256166491437237,0.00251041117351177,0.000390442018335175,-0.00107323507059497,0.00190376047423466,0.00777576423467357,0.00992362939819305,0.00508828211897378,-0.00144344417714401,-0.00209338042255998,0.003329485716791,0.00775715611724669,0.0061456041326774,0.000951590697174863,-0.00235022783607327,-0.00175659598299914,0.00114080051885205,0.00474695098320245,0.00828947898087506,0.0105258954453227,27350684,0.0105258954453227,16.1
"Melospiza lincolnii",-0.00382753389058992,0.000510458490031539,0.0030271130808591,0.00303170896180563,0.00171947733745016,0.00040914598558306,-0.00065114679907206,-0.00186063500489587,-0.00351927619634669,-0.00578098026138643,-0.0086135381818414,-0.0112193644534257,-0.0120036594779631,-0.00999741292643858,-0.00633278721424954,-0.00357323041739834,-0.00322348559539049,-0.004288340622519,-0.00461000236732628,-0.0033023071172126,-0.00144137829449568,-0.00055381646768974,-0.00099183184865097,-0.00193104440512093,-0.00251253100306025,101350659,0.00303170896180563,16.6
"Melospiza melodia",0.00274300799535091,0.00163529340363335,0.000501833565926721,0.000883665024082416,0.00279851482371296,0.0120071351919791,0.00275768324454154,-0.000341154655771817,-0.00285937885521336,-0.0029602147610347,-0.00189387618603794,-0.00225743974112607,-0.00442296166029288,-0.00577478894847864,-0.00384679435384196,0.000578537488431508,0.00422694126192791,0.00482009387157379,0.00300149082298581,0.000827345573140567,-0.000722398817429226,-0.00213352962713827,-0.00379060030122671,-0.0049906729943905,-0.00482505646384112,214266112,0.0120071351919791,23.2
"Menura alberti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0536822462392181,-0.495891965751942,556,-0.0536822462392181,928
"Mergellus albellus",0.492830851618586,0.492830851618586,-0.9294604001938,-0.520931503140271,-0.520931503140271,0,0,0,0,0.00265156011855594,0.00623821118335199,0.0127408589161326,0.150143291635731,0.157258482695791,0.163101410533246,0.0142857574969264,0.0174541070959254,0.0190811218440996,0.141362302769533,NA,NA,NA,NA,NA,NA,6929406,0.492830851618586,610
"Mergus merganser",0.0177196941881699,0.0219732404262629,0.0241542359841737,0.0215155502870746,0.0189937962293868,0.015560049226458,0.0115139869200955,0.00761469900952173,0.0058414857412253,0.00252727731510937,0.00804808297065106,-0.00871408099886723,0.0106493587707458,0.0179842186741696,0.016611907902934,0.00586270511707796,0.00510296724567907,0.00370945466308548,0.00318681297074089,0.00296862343342679,0.0042771488782558,0.00577960067208255,0.00573944740476657,0.0040734673742861,-0.0109827537656545,35001347,0.0241542359841737,1471
"Mergus serrator",0.0432429931875324,0.0332324844489662,0.0201990052331758,0.00484359801238788,-0.00539533234549495,-0.0121195022928455,-0.0147536170962123,-0.00371650800792871,0.0176158040037816,-0.00332622993455754,-0.0146748897455648,-0.00561563140367155,-0.0214862761110103,0.0425372723211608,-0.0175367449064818,-0.00984366286167437,-0.00501679640301947,0.00633727100261566,0.0139730577693308,0.016558345085697,0.0167567336856103,0.00241927342460622,0.00305184824066108,0.00873031185575591,0.013527344410687,31258494,0.0432429931875324,1022
"Merops apiaster",-0.00941488104024213,-0.388071850688455,0.215358396855218,0.201498594910706,0.148575684438424,0.0910825714456137,0.0388342381543214,0.00521940371757963,0.0735561850421738,0.0793384729424202,0.0720415158943209,0.0394340343583019,0.0166202927185124,0.0302911799799982,-0.028669572747805,0.0259054285898942,0.0366183021432618,0.11907973859631,-0.0017721040893904,-0.0230624495591649,-0.0190784167270768,0.00920582290108362,-0.00932056746883195,-0.00934956448985947,-0.00938858506618633,37493203,0.215358396855218,56.6
"Mesembrinibis cayennensis",0.0352182518111362,0.0352182518111362,0.0352182518111362,0.0352182518111362,0.0352182518111362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2538813,0.0352182518111362,756
"Metopidius indicus",NA,NA,0.397940008672038,-0.0555173278498315,-0.138302698166281,-0.602059991327962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6658197,0.397940008672038,155
"Micrastur ruficollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1139525,0,179
"Micronisus gabar",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727696,0,178
"Milvago chimachima",0.0486076097372589,0.0486076097372589,0.048607609737259,0.0486076097372589,0.0486076097372589,0.0309803919971486,0.0309803919971486,0.0309803919971487,0.0309803919971485,0.0309803919971486,NA,NA,NA,NA,NA,NA,NA,-0.698970004336019,NA,NA,NA,NA,NA,NA,1,6292192,1,316
"Milvago chimango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,1,9561508,1,296
"Milvus migrans",-0.0120079534895074,-0.0120079534895073,0.000135333916326197,0.0001353339163781,0.000135333916267272,0.00677281882355926,0.064716439165558,0.0209877172168531,0.0565060000562866,0.149761562447356,0.00979085684277503,0.0122385710536053,0.0122385710536413,0.0146939222011585,0.0146939222011584,0.0146939222011585,0.0228542030758342,0.022854203075834,-0.00630161301843357,-0.00630161301843368,-0.00630161301843357,-0.00630161301843368,-0.00630161301843357,-0.00630161301843368,-0.00630161301843357,82595800,0.149761562447356,567
"Milvus milvus",0.0704752153622213,0.0772981739940846,0.0537402329811367,0.0508785217488212,0.0969058159599722,0.0938518808694001,0.0898622970183685,0.0808631155104926,0.0669873544758329,0.0550165075352835,0.0515774345350973,0.055316394936017,0.0583150249459862,0.0573214450720776,0.05413389764702,0.0543219354236424,0.0564120987012404,0.0867607197787761,0.0888086681572804,NA,NA,NA,NA,NA,NA,2244246,0.0969058159599722,1080
"Mimus polyglottos",0.00257190279813746,0.00203313759571244,0.00142770373082857,0.000806397856626173,0.000160949140069588,-0.000511453723873956,-0.00113058496780427,-0.00157943471308453,-0.00184212100951275,-0.00204903522637334,-0.00234713325863478,-0.00274410394530789,-0.00311197929357732,-0.00332861762587044,-0.00337467863690755,-0.00329431195017693,-0.00311374175773405,-0.00283395305604817,-0.0024788127275398,-0.00210606057364382,-0.00176430178833809,-0.0014650072874095,-0.00120757153397277,-0.00101149238921894,-0.000903005372839938,124869634,0.00257190279813746,48.5
"Mimus saturninus",0.0602059991327963,0.0602059991327961,0.0602059991327962,0.0602059991327962,0.0602059991327963,0.02498774732166,0.02498774732166,0.02498774732166,0.02498774732166,0.02498774732166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9870644,0.0602059991327963,63.7
"Mionectes macconnelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0865000910392697,0.0865000910392697,0.000611945647947652,-0.0237182675285452,-0.0237182675285452,-0.0237182675285452,-0.0237182675285452,-0.023718267528545,-0.0237182675285452,-0.0237182675285452,NA,NA,NA,NA,606851,0.0865000910392697,13.5
"Mionectes oleagineus",NA,NA,NA,NA,NA,-0.149236988048765,-0.149236988048765,NA,0.0402214419446414,0.0402214419446414,0.0402214419446414,0.0402214419446414,0.0402214419446414,0.0402214419446412,0.0402214419446414,0.0402214419446414,0.0402214419446414,0.0402214419446414,0.0402214419446412,0.0402214419446414,NA,NA,NA,NA,NA,2533881,0.0402214419446414,10.8
"Mionectes rufiventris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,200646,0,13.3
"Mitu salvini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.315491747444781,-0.303981045400863,0.00196959286290443,0.00195629468152503,0.00195629468152503,0.258935640783582,-0.145441946306633,8965,0.258935640783582,2100
"Mniotilta varia",0.00253191753046299,0.00341318616574367,0.00467667970141486,0.00468228214621064,0.00213651852778938,0.0035047742272538,0.00468805452406067,0.00487026089560829,0.00382240450515448,0.00185684487266628,-0.000446897440704372,-0.0025753114878579,-0.0044038609093234,-0.00617467768487995,-0.0079677105676081,-0.00924479552366036,-0.00919333222056707,-0.00760463669882718,-0.00518517859024658,-0.00284406651628398,-0.000840857398522608,0.00116529518547002,0.00335957583097267,0.00537561145604977,0.00670234366714312,27029336,0.00670234366714312,10.9
"Molothrus ater",-0.0207916532550202,-0.026956153003683,-0.0205047156825687,-0.0114564865279839,-0.0114300721501077,-0.0220021353983856,-0.0260628032641352,-0.0236622217946197,-0.0199589974110097,-0.0205120246898731,-0.0245733019912697,-0.0282105540893666,-0.0279271066502077,-0.0217411411767998,-0.0116468970828556,-0.00465854946294222,-0.00632059075789755,-0.0129820310790928,-0.0156965706824083,-0.0124191300243743,-0.0104643512678183,-0.0149635220091353,-0.0211881991272747,-0.0223732163738077,-0.0196547723488673,184678527,-0.00465854946294222,40.7
"Molothrus bonariensis",-0.139794000867204,-0.139794000867204,-0.139794000867204,-0.139794000867204,-0.139794000867204,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-0.312550418693793,NA,NA,NA,NA,NA,NA,NA,28507866,0,50.2
"Monarcha melanopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76700999855466,NA,NA,NA,NA,NA,NA,568582,0.76700999855466,22.7
"Monticola saxatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0129604402748028,-0.0129604402747056,-0.0129604402745492,-0.0129604402743925,-0.0129604402742583,-0.0129604402741333,-0.0129604402740121,-0.0129604402739199,-0.0129604402738844,-0.012960440273893,4812354,-0.0129604402738844,50.3
"Monticola solitarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0767523386579382,0.0631976356771033,0.0414379495626911,0.021134461077273,0.00845631278328163,0.00295429766415656,0.00115249535082063,0.00117451988853934,0.00322712815286907,0.00628678674378447,9721622,0.0767523386579382,50.5
"Motacilla alba",0.0206150340164642,0.0263360509407836,0.0158042577428115,0.00115577089797028,0.000183164675150139,0.00624514712097302,0.00648865152221858,-0.025355970045215,-0.0291477837689572,-0.0188974186762459,-0.0139241884352062,-0.0207408177971792,0.00435874951200581,-0.0146818054083781,-0.0557325338051382,0.0102864217627632,-0.0650053546387154,-0.0375116538485218,-0.0368705571008799,-0.00281083255205196,-0.00734974093128124,-0.0116886585459241,-0.0140934699598044,-0.000168760448998533,-0.00236385449266097,353854467,0.0263360509407836,24
"Motacilla cinerea",0.209102617106555,0.180823289187571,0.0311735437981495,-0.0586586314716933,-0.00816762067897348,0.0896048762555038,0.102760993005463,-0.0122701325268252,-0.0648536953763632,-0.0630371113283267,-0.0249241689487857,0.000999910614853744,0.0741745353139115,-0.00496963526758553,-0.258007384205848,0.193271156025779,-0.0386518755294166,-0.0397001428837167,-0.0368062764562307,-0.00720631132982254,-0.00823020759545967,-0.0252646378926466,-0.0386659395296718,-0.0273013108037834,0.00477686668284551,22323191,0.209102617106555,17
"Motacilla flava",0.0179441804011455,0.00175025431973948,-0.0175571629524599,-0.0131410820748288,0.00584367137789932,0.00579698782387202,-0.0196356820613467,-0.051092564519941,-0.0387959375528975,-0.0154567755626319,-0.00933627585441363,-0.0298449573554859,-0.0581488813175913,-0.0699919051423757,-0.0647807462984652,-0.0481293244604222,-0.0213689093209465,0.00549441063074211,0.00795936439588255,0.000763139791078005,-0.0982014291209983,-0.188360547260652,-0.23470922783681,-0.00560852623318842,-0.00516444065641819,63739078,0.0179441804011455,22.5
"Muscicapa striata",0.0112502073114904,-0.0109016317200318,-0.0280126364482354,-0.00555252321867479,-0.0321382477547427,-0.0577040179381519,-0.0571893760864261,-0.0293064478040557,0.0204194406571314,0.0416616214927604,0.0227929183872213,-0.0114197419548379,-0.0277598929811204,-0.0123261864430042,0.0181428487992667,0.0343622132496902,0.00252795387671302,0.00708793978531463,0.00814982557318286,0.00288982316210561,0.00308044121598597,0.00311185843012073,0.00293071727140155,0.00253740514276534,0.00198849324124831,27463176,0.0416616214927604,15.9
"Myadestes occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11813465936844,0.11813465936844,0.11813465936844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295100,0.11813465936844,36.4
"Myadestes townsendi",0.000669452983312983,0.000731493735053453,0.00079701352875113,0.001002880327554,0.00133784336926047,0.00159184743496171,0.00156663615887038,0.00132809975690648,0.00116489944029461,0.00126488179075846,0.00149849618971402,0.00158007124127369,0.00139498901012174,0.00107821481451063,0.000776452111253647,0.000436613525833231,-0.000114330440747194,-0.000946019568197473,-0.00195745485454952,-0.00299394173009203,-0.00393682507200688,-0.00468049081629165,-0.00513152219681119,-0.00529849134139147,-0.00532417782424395,3121872,0.00159184743496171,33.2
"Mycteria americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0573556036039133,-0.104043298249249,-0.104043298249223,0.0573556036040812,0.0573556036042224,0.0573556036043619,0.0573556036044507,0.0573556036044676,0.0573556036044316,13602379,0.0573556036044676,2559
"Mycteria cinerea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0413926851582251,0.104735350520013,NA,NA,NA,NA,NA,619075,0.104735350520013,2000
"Mycteria leucocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133419142592277,0.133419142592277,-0.0046364675428876,NA,NA,NA,NA,NA,6283553,0.133419142592277,3180
"Myiarchus crinitus",-0.000855572810775989,-5.22699356405335e-05,0.000727272415935405,0.00136034916841625,0.00177017684617549,0.00178524667620927,0.0010992270739025,-0.000469012328424514,-0.00264141574215894,-0.00465812575605068,-0.00563535807444587,-0.00505301425962584,-0.00310546774686727,-0.000711250760629239,0.000971036313155079,0.0013342377480187,0.000741572966413339,4.78695554394901e-05,-0.000310751235524829,-0.000576992193236536,-0.00101369998391287,-0.00134026988309669,-0.00114259481424182,-0.000642681635409299,-0.000568260303701505,10434403,0.00178524667620927,32.1
"Myiarchus ferox",-0.015836249209525,-0.015836249209525,-0.015836249209525,-0.015836249209525,-0.015836249209525,-0.0443697499232711,-0.0443697499232714,-0.0443697499232714,-0.0443697499232711,-0.0443697499232714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5018428,-0.015836249209525,27.5
"Myiarchus swainsoni",-0.0352182518111362,-0.0352182518111362,-0.0352182518111362,-0.0352182518111362,-0.0352182518111362,-0.015836249209525,-0.0158362492095249,-0.0158362492095251,-0.0158362492095249,-0.015836249209525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2117465,-0.0158362492095249,25.1
"Myiodynastes maculatus",0.0141162148571414,0.0141162148571414,0.0141162148571417,0.0141162148571414,0.0141162148571414,-0.037417328671429,-0.0374173286714288,-0.037417328671429,-0.0374173286714288,-0.037417328671429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5748508,0.0141162148571417,43.2
"Myiopagis caniceps",0.0238372815438419,0.0238372815438417,0.0238372815438417,0.0238372815438417,0.0238372815438419,-0.0567993312730402,-0.0567993312730404,-0.0567993312730399,-0.0567993312730404,-0.0567993312730402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2490474,0.0238372815438419,10.2
"Myiopagis viridicata",0,0,0,0,0,-0.106295783408451,-0.106295783408451,-0.106295783408451,-0.106295783408451,-0.106295783408451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3724071,0,12.3
"Myiophobus fasciatus",0.0263775193127256,0.0263775193127256,0.0263775193127256,0.0263775193127256,0.0263775193127256,-0.0133893579261226,-0.0133893579261228,-0.0133893579261226,-0.0133893579261226,-0.0133893579261226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.301029995663981,NA,NA,3762338,0.0263775193127256,9.9
"Myiopsitta monachus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.400994847634898,0.219800186941087,0.0383016081810834,-0.148802063621798,0.0518664851997083,0.0509377400647147,0.0442878041216985,0.0367548775391467,0.0294825043040233,0.0226849863864622,0.0162296278268238,0.0108974319280068,0.504212311590666,12328613,0.504212311590666,120
"Myiornis auricularis",0.0704365036222725,0.0704365036222725,0.0704365036222725,0.0704365036222725,0.0704365036222725,-0.0510545010206612,-0.0510545010206612,-0.0510545010206612,-0.0510545010206611,-0.0510545010206612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060620,0.0704365036222725,5.3
"Myiozetetes similis",0.0820348930178099,0.0820348930178098,0.0820348930178099,0.0820348930178099,0.0820348930178099,0.0212910661828574,0.0212910661828576,0.0212910661828571,0.0396196741167599,0.0396196741167599,0.0579482820506623,0.0579482820506625,0.0579482820506625,0.0579482820506625,0.0579482820506623,0.0579482820506625,0.0579482820506623,0.0289741410253312,0.0579482820506625,0.0579482820506625,0.0579482820506624,NA,NA,NA,NA,16087600,0.0820348930178099,28
"Myrmoborus myotherinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131660877779666,0.131660877779666,0.10798441881164,0.10798441881164,0.10798441881164,0.10798441881164,0.10798441881164,0.10798441881164,0.10798441881164,0.10798441881164,NA,NA,NA,NA,1899698,0.131660877779666,18.8
"Myrmotherula axillaris",NA,NA,NA,NA,NA,NA,NA,NA,0.119715576982099,0.119715576982099,0.119715576982099,0.151434306144302,0.151434306144302,-0.074513931500005,-0.0745139315000053,-0.074513931500005,-0.0745139315000053,-0.074513931500005,-0.0745139315000054,-0.074513931500005,-0.0745139315000051,NA,NA,NA,NA,4545291,0.151434306144302,8.4
"Myrmotherula longipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0851927192320592,0.138267558392767,0.072346972824184,0.0165695889513806,0.0165695889513808,0.0165695889513806,0.0165695889513808,0.0165695889513806,0.0165695889513806,0.0165695889513808,NA,NA,NA,NA,1452526,0.138267558392767,9.4
"Myrmotherula menetriesii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289563450603275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890319,0.289563450603275,8.6
"Myzomela sanguinolenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268481479002428,0.242135655404685,0.194166231767664,0.13877742878631,0.0895972347106949,0.0525045458112919,0.0274592609058098,0.013727102790078,0.0116223240747861,0.0195663995341779,0.0314619161806108,0.0559185057113645,NA,NA,NA,NA,1985166,0.268481479002428,8.4
"Necrosyrtes monachus",-0.0358048434326068,-0.0358048434326068,-0.0358048434326068,-0.0358048434326066,-0.0358048434326069,-0.0337875481203367,-0.0282922785827177,-0.0282922785827175,-0.0282922785827179,-0.0282922785827176,-0.0282922785827178,-0.0282922785827176,0.0476337205060844,0.0476337205060846,0.0476337205060845,0.0476337205060845,0.0476337205060846,0.0476337205060844,0.0275037165208273,0.0275037165208274,0.0275037165208273,0.0275037165208273,-0.0173017395074797,-0.0173017395074799,-0.0173017395074799,12044164,0.0476337205060846,2043
"Nemosia pileata",0.00915149811213511,0.009151498112135,0.009151498112135,0.009151498112135,0.009151498112135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4450366,0.00915149811213511,16
"Neochmia temporalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0442575179726894,-0.0443304021614231,-0.0445097938294056,-0.0448083461434962,-0.0451965136577498,-0.0456197768685406,-0.0460344334799257,-0.046422796153228,-0.0467706548552086,-0.0470392897411161,-0.0471804206134533,-0.0328445579645896,NA,NA,NA,NA,3594643,-0.0328445579645896,11.4
"Neopelma pallescens",NA,NA,NA,NA,NA,NA,NA,NA,0.0688665114984606,0.0688665114984606,0.0688665114984605,0.0688665114984605,0.0688665114984607,0.0688665114984605,0.0688665114984605,0.0688665114984607,0.0688665114984605,0.0688665114984605,0.0688665114984606,0.0688665114984606,0.0688665114984605,NA,NA,NA,NA,1780133,0.0688665114984607,18.2
"Neophron percnopterus",-0.019962605358439,-0.086285940137112,-0.0862859401371119,-0.0663233347786729,0.00287695733947565,0.00287695733947564,0.00287695733947564,0.00287695733947564,0.00287695733947566,0.00287695733947565,-0.00690589038583998,-0.00690589038583997,-0.02071767115752,-0.0976147460743578,-0.0979298512005942,-0.0180698458322273,0.0181656226427798,0.0152720931195596,0.0118550452906416,-0.0189736926939225,-0.0046096424919081,0.00720615796363633,-0.00305846211106542,-0.0320213485364547,-0.0554305958316189,6290926,0.0181656226427798,1892
"Netta erythrophthalma",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150109696387197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584449,0.150109696387197,800
"Netta rufina",0.0772693808088454,0.0872917546250832,0.0199995475578611,-0.025077408535907,0.0327361473834385,0.0038981794372249,-0.00129685760352687,-0.00931925826211542,0.00567747737344915,0.0302239140557845,0.044923180818372,0.0601605859673437,0.0248569457327046,0.0789856182137775,0.07226407455686,0.0833727666085148,0.0394964021805957,0.0775962856880154,0.00684925954597094,0.0225062670349676,0.0129106765400497,0.171616560713708,-0.191247997698489,-0.299392974036114,0.1579061838782,13807326,0.171616560713708,1118
"Nettapus auritus",NA,NA,NA,NA,NA,NA,NA,NA,-1,0,NA,NA,1,0.375955697484906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5707370,1,266
"Nettapus coromandelianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.621488543166288,0.524578530158232,-0.465559355296094,-0.465559355296093,7623166,0.524578530158232,392
"Nothura maculosa",NA,NA,NA,NA,NA,0.169019608002851,0.169019608002851,0.169019608002851,0.169019608002851,0.169019608002851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590220,0.169019608002851,259
