"Family","Genus","Species","Body Mass(gram)","Binomial"
"Phasianidae","Francolinus","pintadeanus",339,"Francolinus pintadeanus"
"Phasianidae","Francolinus","pondicerianus",251,"Francolinus pondicerianus"
"Phasianidae","Francolinus","psilolaemus",480,"Francolinus psilolaemus"
"Phasianidae","Francolinus","rufopictus",718,"Francolinus rufopictus"
"Phasianidae","Francolinus","schlegelii",237,"Francolinus schlegelii"
"Phasianidae","Francolinus","sephaena",342,"Francolinus sephaena"
"Phasianidae","Francolinus","shelleyi",488,"Francolinus shelleyi"
"Phasianidae","Francolinus","squamatus",458,"Francolinus squamatus"
"Phasianidae","Francolinus","streptophorus",385,"Francolinus streptophorus"
"Phasianidae","Francolinus","swainsonii",606,"Francolinus swainsonii"
"Phasianidae","Francolinus","swierstrai",470,"Francolinus swierstrai"
"Phasianidae","Galloperdix","lunulata",256,"Galloperdix lunulata"
"Phasianidae","Galloperdix","spadicea",369,"Galloperdix spadicea"
"Phasianidae","Gallus","gallus",904,"Gallus gallus"
"Phasianidae","Gallus","sonneratii",855,"Gallus sonneratii"
"Phasianidae","Guttera","plumifera",875,"Guttera plumifera"
"Phasianidae","Guttera","pucherani",1232,"Guttera pucherani"
"Phasianidae","Ithaginis","cruentus",538,"Ithaginis cruentus"
"Phasianidae","Lagopus","lagopus",587,"Lagopus lagopus"
"Phasianidae","Lagopus","leucurus",355,"Lagopus leucurus"
"Phasianidae","Lagopus","mutus",536,"Lagopus mutus"
"Phasianidae","Lerwa","lerwa",582,"Lerwa lerwa"
"Phasianidae","Lophophorus","impejanus",2078,"Lophophorus impejanus"
"Phasianidae","Lophophorus","lhuysii",3008,"Lophophorus lhuysii"
"Phasianidae","Lophophorus","sclateri",2348,"Lophophorus sclateri"
"Phasianidae","Lophura","diardi",1128,"Lophura diardi"
"Phasianidae","Lophura","edwardsi",1082,"Lophura edwardsi"
"Phasianidae","Lophura","erythrophthalma",940,"Lophura erythrophthalma"
"Phasianidae","Lophura","hatinhensis",1100,"Lophura hatinhensis"
"Phasianidae","Lophura","ignita",1815,"Lophura ignita"
"Phasianidae","Lophura","imperialis",1800,"Lophura imperialis"
"Phasianidae","Lophura","leucomelanos",1825,"Lophura leucomelanos"
"Phasianidae","Lophura","nycthemera",1490,"Lophura nycthemera"
"Phasianidae","Melanoperdix","nigra",280,"Melanoperdix nigra"
"Phasianidae","Meleagris","gallopavo",7400,"Meleagris gallopavo"
"Phasianidae","Meleagris","ocellata",4575.9,"Meleagris ocellata"
"Phasianidae","Numida","meleagris",1299,"Numida meleagris"
"Phasianidae","Ophrysia","superciliosa",705,"Ophrysia superciliosa"
"Phasianidae","Pavo","cristatus",4194,"Pavo cristatus"
"Phasianidae","Pavo","muticus",2768,"Pavo muticus"
"Phasianidae","Perdicula","argoondah",60.5,"Perdicula argoondah"
"Phasianidae","Perdicula","asiatica",69.5,"Perdicula asiatica"
"Phasianidae","Perdicula","erythrorhyncha",68.8,"Perdicula erythrorhyncha"
"Phasianidae","Perdicula","manipurensis",71,"Perdicula manipurensis"
"Phasianidae","Perdix","dauurica",264,"Perdix dauurica"
"Phasianidae","Perdix","hodgsoniae",372,"Perdix hodgsoniae"
"Phasianidae","Perdix","perdix",406,"Perdix perdix"
"Phasianidae","Phasianus","colchicus",1135,"Phasianus colchicus"
"Phasianidae","Polyplectron","bicalcaratum",519,"Polyplectron bicalcaratum"
"Phasianidae","Polyplectron","germaini",454,"Polyplectron germaini"
"Phasianidae","Polyplectron","inopinatum",550,"Polyplectron inopinatum"
"Phasianidae","Polyplectron","malacense",608,"Polyplectron malacense"
"Phasianidae","Ptilopachus","petrosus",193,"Ptilopachus petrosus"
"Phasianidae","Pucrasia","macrolopha",1058,"Pucrasia macrolopha"
"Phasianidae","Rheinardia","ocellata",1900,"Rheinardia ocellata"
"Phasianidae","Rhizothera","longirostris",749,"Rhizothera longirostris"
"Phasianidae","Rollulus","rouloul",217,"Rollulus rouloul"
"Phasianidae","Syrmaticus","ellioti",1017,"Syrmaticus ellioti"
"Phasianidae","Syrmaticus","humiae",889,"Syrmaticus humiae"
"Phasianidae","Syrmaticus","reevesii",1239,"Syrmaticus reevesii"
"Phasianidae","Tetrao","mlokosiewiczi",816,"Tetrao mlokosiewiczi"
"Phasianidae","Tetrao","parvirostris",2958,"Tetrao parvirostris"
"Phasianidae","Tetrao","tetrix",1083,"Tetrao tetrix"
"Phasianidae","Tetrao","urogallus",2950,"Tetrao urogallus"
"Phasianidae","Tetraogallus","altaicus",2770,"Tetraogallus altaicus"
"Phasianidae","Tetraogallus","caspius",2514,"Tetraogallus caspius"
"Phasianidae","Tetraogallus","caucasicus",1834,"Tetraogallus caucasicus"
"Phasianidae","Tetraogallus","himalayensis",2428,"Tetraogallus himalayensis"
"Phasianidae","Tetraogallus","tibetanus",1505,"Tetraogallus tibetanus"
"Phasianidae","Tetraophasis","obscurus",859,"Tetraophasis obscurus"
"Phasianidae","Tetraophasis","szechenyii",1070,"Tetraophasis szechenyii"
"Phasianidae","Tetrastes","sewerzowi",500,"Tetrastes sewerzowi"
"Phasianidae","Tragopan","blythii",1250,"Tragopan blythii"
"Phasianidae","Tragopan","caboti",1150,"Tragopan caboti"
"Phasianidae","Tragopan","melanocephalus",1650,"Tragopan melanocephalus"
"Phasianidae","Tragopan","satyra",1475,"Tragopan satyra"
"Phasianidae","Tragopan","temminckii",1184,"Tragopan temminckii"
"Phasianidae","Tympanuchus","cupido",876,"Tympanuchus cupido"
"Phasianidae","Tympanuchus","pallidicinctus",746,"Tympanuchus pallidicinctus"
"Phasianidae","Tympanuchus","phasianellus",885,"Tympanuchus phasianellus"
"Phoenicopteridae","Phoenicopterus","andinus",4900,"Phoenicopterus andinus"
"Phoenicopteridae","Phoenicopterus","jamesi",2000,"Phoenicopterus jamesi"
"Phoenicopteridae","Phoenicopterus","chilensis",2277,"Phoenicopterus chilensis"
"Phoenicopteridae","Phoenicopterus","minor",1500,"Phoenicopterus minor"
"Phoenicopteridae","Phoenicopterus","ruber",3066,"Phoenicopterus ruber"
"Phoeniculidae","Phoeniculus","bollei",54.6,"Phoeniculus bollei"
"Phoeniculidae","Phoeniculus","castaneiceps",24.4,"Phoeniculus castaneiceps"
"Phoeniculidae","Phoeniculus","damarensis",81.9,"Phoeniculus damarensis"
"Phoeniculidae","Phoeniculus","minor",29,"Phoeniculus minor"
"Phoeniculidae","Phoeniculus","purpureus",74.3,"Phoeniculus purpureus"
"Phoeniculidae","Phoeniculus","somaliensis",26.5,"Phoeniculus somaliensis"
"Phoeniculidae","Phoenicurus","alaschanicus",17.5,"Phoenicurus alaschanicus"
"Phoeniculidae","Phoenicurus","auroreus",16.2,"Phoenicurus auroreus"
"Phoeniculidae","Phoenicurus","caeruleocephalus",14.9,"Phoenicurus caeruleocephalus"
"Phoeniculidae","Phoenicurus","erythrogaster",24.6,"Phoenicurus erythrogaster"
"Phoeniculidae","Phoenicurus","erythronota",18.5,"Phoenicurus erythronota"
"Phoeniculidae","Phoenicurus","frontalis",16.1,"Phoenicurus frontalis"
"Phoeniculidae","Phoenicurus","hodgsoni",17.2,"Phoenicurus hodgsoni"
"Phoeniculidae","Phoenicurus","moussieri",14.9,"Phoenicurus moussieri"
"Phoeniculidae","Phoenicurus","ochruros",16.5,"Phoenicurus ochruros"
"Phoeniculidae","Phoenicurus","phoenicurus",14.6,"Phoenicurus phoenicurus"
"Phoeniculidae","Phoenicurus","schisticeps",18.1,"Phoenicurus schisticeps"
"Picathartidae","Chaetops","frenatus",55.1,"Chaetops frenatus"
"Picathartidae","Chaetops","pycnopygius",28.3,"Chaetops pycnopygius"
"Picathartidae","Picathartes","gymnocephalus",196,"Picathartes gymnocephalus"
"Picathartidae","Picathartes","oreas",220,"Picathartes oreas"
"Picidae","Blythipicus","pyrrhotis",132,"Blythipicus pyrrhotis"
"Picidae","Blythipicus","rubiginosus",82.3,"Blythipicus rubiginosus"
"Picidae","Campephilus","gayaquilensis",241.5,"Campephilus gayaquilensis"
"Picidae","Campephilus","guatemalensis",255,"Campephilus guatemalensis"
"Picidae","Campephilus","haematogaster",237,"Campephilus haematogaster"
"Picidae","Campephilus","imperialis",511,"Campephilus imperialis"
"Picidae","Campephilus","leucopogon",237,"Campephilus leucopogon"
"Picidae","Campephilus","magellanicus",319.5,"Campephilus magellanicus"
"Picidae","Campephilus","melanoleucos",250,"Campephilus melanoleucos"
"Picidae","Campephilus","pollens",246.1,"Campephilus pollens"
"Picidae","Campephilus","robustus",200,"Campephilus robustus"
"Picidae","Campephilus","rubricollis",205,"Campephilus rubricollis"
"Picidae","Campethera","abingoni",68.5,"Campethera abingoni"
"Picidae","Campethera","bennettii",70.1,"Campethera bennettii"
"Picidae","Campethera","cailliautii",41.1,"Campethera cailliautii"
"Picidae","Campethera","caroli",42.5,"Campethera caroli"
"Picidae","Campethera","maculosa",54,"Campethera maculosa"
"Picidae","Campethera","nivosa",37.8,"Campethera nivosa"
"Picidae","Campethera","notata",62,"Campethera notata"
"Picidae","Campethera","nubica",59.7,"Campethera nubica"
"Picidae","Campethera","punctuligera",71.8,"Campethera punctuligera"
"Picidae","Campethera","tullbergi",50.5,"Campethera tullbergi"
"Picidae","Celeus","brachyurus",108,"Celeus brachyurus"
"Picidae","Celeus","castaneus",100,"Celeus castaneus"
"Picidae","Celeus","elegans",127,"Celeus elegans"
"Picidae","Celeus","flavescens",150,"Celeus flavescens"
"Picidae","Celeus","flavus",105,"Celeus flavus"
"Picidae","Celeus","grammicus",67,"Celeus grammicus"
"Picidae","Celeus","loricatus",83,"Celeus loricatus"
"Picidae","Celeus","lugubris",143,"Celeus lugubris"
"Picidae","Celeus","spectabilis",111,"Celeus spectabilis"
"Picidae","Celeus","torquatus",120,"Celeus torquatus"
"Picidae","Celeus","undatus",64,"Celeus undatus"
"Picidae","Chrysocolaptes","festivus",213,"Chrysocolaptes festivus"
"Picidae","Chrysocolaptes","lucidus",142,"Chrysocolaptes lucidus"
"Picidae","Chrysoptilus","atricollis",113.7,"Chrysoptilus atricollis"
"Picidae","Chrysoptilus","melanochloros",256,"Chrysoptilus melanochloros"
"Picidae","Chrysoptilus","punctigula",65,"Chrysoptilus punctigula"
"Picidae","Colaptes","auratus",134,"Colaptes auratus"
"Picidae","Colaptes","campestris",158,"Colaptes campestris"
"Picidae","Colaptes","chrysoides",111,"Colaptes chrysoides"
"Picidae","Colaptes","pitius",159,"Colaptes pitius"
"Picidae","Colaptes","rupicola",174,"Colaptes rupicola"
"Picidae","Dendrocopos","assimilis",53,"Dendrocopos assimilis"
"Picidae","Dendrocopos","atratus",47,"Dendrocopos atratus"
"Picidae","Dendrocopos","auriceps",40,"Dendrocopos auriceps"
"Picidae","Dendrocopos","canicapillus",22.8,"Dendrocopos canicapillus"
"Picidae","Dendrocopos","cathpharius",31,"Dendrocopos cathpharius"
"Picidae","Dendrocopos","darjellensis",71,"Dendrocopos darjellensis"
"Picidae","Dendrocopos","dorae",19.5,"Dendrocopos dorae"
"Picidae","Dendrocopos","himalayensis",68,"Dendrocopos himalayensis"
"Picidae","Dendrocopos","hyperythrus",47.5,"Dendrocopos hyperythrus"
"Picidae","Dendrocopos","kizuki",19.2,"Dendrocopos kizuki"
"Picidae","Dendrocopos","leucopterus",67,"Dendrocopos leucopterus"
"Picidae","Dendrocopos","leucotos",115,"Dendrocopos leucotos"
"Picidae","Dendrocopos","macei",45.3,"Dendrocopos macei"
"Picidae","Dendrocopos","mahrattensis",34.3,"Dendrocopos mahrattensis"
"Picidae","Dendrocopos","major",76.2,"Dendrocopos major"
"Picidae","Dendrocopos","medius",59,"Dendrocopos medius"
"Picidae","Dendrocopos","minor",19.8,"Dendrocopos minor"
"Picidae","Dendrocopos","moluccensis",16.3,"Dendrocopos moluccensis"
"Picidae","Dendrocopos","nanus",14,"Dendrocopos nanus"
"Picidae","Dendrocopos","syriacus",76.8,"Dendrocopos syriacus"
"Picidae","Dendrocopus","kizuki",15,"Dendrocopus kizuki"
"Picidae","Dendropicos","abyssinicus",24.5,"Dendropicos abyssinicus"
"Picidae","Dendropicos","elachus",19,"Dendropicos elachus"
"Picidae","Dendropicos","elliotii",37.2,"Dendropicos elliotii"
"Picidae","Dendropicos","fuscescens",26,"Dendropicos fuscescens"
"Picidae","Dendropicos","gabonensis",26,"Dendropicos gabonensis"
"Picidae","Dendropicos","goertae",44.6,"Dendropicos goertae"
"Picidae","Dendropicos","griseocephalus",41,"Dendropicos griseocephalus"
"Picidae","Dendropicos","namaquus",82.5,"Dendropicos namaquus"
"Picidae","Dendropicos","poecilolaemus",28.1,"Dendropicos poecilolaemus"
"Picidae","Dendropicos","pyrrhogaster",68.5,"Dendropicos pyrrhogaster"
"Picidae","Dendropicos","stierlingi",28,"Dendropicos stierlingi"
"Picidae","Dendropicos","xantholophus",82.5,"Dendropicos xantholophus"
"Picidae","Dinopium","benghalense",100,"Dinopium benghalense"
"Picidae","Dinopium","javanense",72.9,"Dinopium javanense"
"Picidae","Dinopium","rafflesii",102,"Dinopium rafflesii"
"Picidae","Dinopium","shorii",101,"Dinopium shorii"
"Picidae","Dryocopus","galeatus",124,"Dryocopus galeatus"
"Picidae","Dryocopus","javensis",272,"Dryocopus javensis"
"Picidae","Dryocopus","lineatus",184,"Dryocopus lineatus"
"Picidae","Dryocopus","martius",321,"Dryocopus martius"
"Picidae","Dryocopus","pileatus",288,"Dryocopus pileatus"
"Picidae","Dryocopus","schulzi",200,"Dryocopus schulzi"
"Picidae","Gecinulus","grantia",76.5,"Gecinulus grantia"
"Picidae","Gecinulus","viridis",70.5,"Gecinulus viridis"
"Picidae","Geocolaptes","olivaceus",120,"Geocolaptes olivaceus"
"Picidae","Hemicircus","canente",43.5,"Hemicircus canente"
"Picidae","Hemicircus","concretus",29.5,"Hemicircus concretus"
"Picidae","Jynx","ruficollis",52.6,"Jynx ruficollis"
"Picidae","Jynx","torquilla",29.2,"Jynx torquilla"
"Picidae","Leuconerpes","candidus",22.5,"Leuconerpes candidus"
"Picidae","Meiglyptes","jugularis",53.5,"Meiglyptes jugularis"
"Picidae","Meiglyptes","tristis",31.7,"Meiglyptes tristis"
"Picidae","Meiglyptes","tukki",53.1,"Meiglyptes tukki"
"Picidae","Melanerpes","aurifrons",80.9,"Melanerpes aurifrons"
"Picidae","Melanerpes","cactorum",35.1,"Melanerpes cactorum"
"Picidae","Melanerpes","carolinus",69.6,"Melanerpes carolinus"
"Picidae","Melanerpes","chrysauchen",52.8,"Melanerpes chrysauchen"
"Picidae","Melanerpes","chrysogenys",67.9,"Melanerpes chrysogenys"
"Picidae","Melanerpes","cruentatus",58.1,"Melanerpes cruentatus"
"Picidae","Melanerpes","erythrocephalus",71.6,"Melanerpes erythrocephalus"
"Picidae","Melanerpes","flavifrons",58,"Melanerpes flavifrons"
"Picidae","Melanerpes","formicivorus",79.7,"Melanerpes formicivorus"
"Picidae","Melanerpes","hoffmannii",73,"Melanerpes hoffmannii"
"Picidae","Melanerpes","hypopolius",52.4,"Melanerpes hypopolius"
"Picidae","Melanerpes","lewis",106,"Melanerpes lewis"
"Picidae","Melanerpes","pucherani",62.5,"Melanerpes pucherani"
"Picidae","Melanerpes","pulcher",60,"Melanerpes pulcher"
"Picidae","Melanerpes","pygmaeus",38.9,"Melanerpes pygmaeus"
"Picidae","Melanerpes","rubricapillus",52.5,"Melanerpes rubricapillus"
"Picidae","Melanerpes","uropygialis",64.9,"Melanerpes uropygialis"
"Picidae","Mulleripicus","pulverulentus",462,"Mulleripicus pulverulentus"
"Picidae","Picoides","albolarvatus",61.1,"Picoides albolarvatus"
"Picidae","Picoides","arcticus",69.3,"Picoides arcticus"
"Picidae","Picoides","arizonae",46.8,"Picoides arizonae"
"Picidae","Picoides","borealis",48,"Picoides borealis"
"Picidae","Picoides","lignarius",34,"Picoides lignarius"
"Picidae","Picoides","mixtus",28.8,"Picoides mixtus"
"Picidae","Picoides","nuttallii",37.4,"Picoides nuttallii"
"Picidae","Picoides","obsoletus",18.6,"Picoides obsoletus"
"Picidae","Picoides","pubescens",25.3,"Picoides pubescens"
"Picidae","Picoides","scalaris",32,"Picoides scalaris"
"Picidae","Picoides","stricklandi",35.9,"Picoides stricklandi"
"Picidae","Picoides","tridactylus",65.7,"Picoides tridactylus"
"Picidae","Picoides","tridactylus",65.7,"Picoides tridactylus"
"Picidae","Picoides","villosus",97.9,"Picoides villosus"
"Picidae","Piculus","aeruginosus",75,"Piculus aeruginosus"
"Picidae","Piculus","auricularis",65.4,"Piculus auricularis"
"Picidae","Piculus","aurulentus",75,"Piculus aurulentus"
"Picidae","Piculus","callopterus",68.9,"Piculus callopterus"
"Picidae","Piculus","chrysochloros",88,"Piculus chrysochloros"
"Picidae","Piculus","flavigula",55,"Piculus flavigula"
"Picidae","Piculus","leucolaemus",69,"Piculus leucolaemus"
"Picidae","Piculus","litae",69,"Piculus litae"
"Picidae","Piculus","rivolii",102,"Piculus rivolii"
"Picidae","Piculus","rubiginosus",55.8,"Piculus rubiginosus"
"Picidae","Piculus","simplex",55,"Piculus simplex"
"Picidae","Picumnus","albosquamatus",11.9,"Picumnus albosquamatus"
"Picidae","Picumnus","aurifrons",8.9,"Picumnus aurifrons"
"Picidae","Picumnus","castelnau",11.4,"Picumnus castelnau"
"Picidae","Picumnus","cinnamomeus",12,"Picumnus cinnamomeus"
"Picidae","Picumnus","cirratus",10.2,"Picumnus cirratus"
"Picidae","Picumnus","dorbigyanus",9.6,"Picumnus dorbigyanus"
"Picidae","Picumnus","exilis",9.3,"Picumnus exilis"
"Picidae","Picumnus","fulvescens",11.1,"Picumnus fulvescens"
"Picidae","Picumnus","fuscus",11.1,"Picumnus fuscus"
"Picidae","Picumnus","granadensis",12.2,"Picumnus granadensis"
"Picidae","Picumnus","innominatus",11.1,"Picumnus innominatus"
"Picidae","Picumnus","lafresnayi",9.5,"Picumnus lafresnayi"
"Picidae","Picumnus","limae",10.8,"Picumnus limae"
"Picidae","Picumnus","minutissimus",13.3,"Picumnus minutissimus"
"Picidae","Picumnus","nebulosus",11.6,"Picumnus nebulosus"
"Picidae","Picumnus","nigropunctatus",11.3,"Picumnus nigropunctatus"
"Picidae","Picumnus","olivaceus",10.6,"Picumnus olivaceus"
"Picidae","Picumnus","pumilis",9.5,"Picumnus pumilis"
"Picidae","Picumnus","pygmaeus",11,"Picumnus pygmaeus"
"Picidae","Picumnus","rufiventris",21,"Picumnus rufiventris"
"Picidae","Picumnus","sclateri",11.1,"Picumnus sclateri"
"Picidae","Picumnus","spilogaster",13.2,"Picumnus spilogaster"
"Picidae","Picumnus","squamulatus",10.2,"Picumnus squamulatus"
"Picidae","Picumnus","steindachneri",9.9,"Picumnus steindachneri"
"Picidae","Picumnus","subtilis",10.4,"Picumnus subtilis"
"Picidae","Picumnus","temminckii",11.5,"Picumnus temminckii"
"Picidae","Picumnus","varzeae",12.5,"Picumnus varzeae"
"Picidae","Picus","canus",137,"Picus canus"
"Picidae","Picus","chlorolophus",65.8,"Picus chlorolophus"
"Picidae","Picus","erythropygius",118,"Picus erythropygius"
"Picidae","Picus","flavinucha",178,"Picus flavinucha"
"Picidae","Picus","mentalis",102,"Picus mentalis"
"Picidae","Picus","mineaceus",97.3,"Picus mineaceus"
"Picidae","Picus","puniceus",79.1,"Picus puniceus"
"Picidae","Picus","rabieri",128,"Picus rabieri"
"Picidae","Picus","squamatus",170,"Picus squamatus"
"Picidae","Picus","viridanus",113,"Picus viridanus"
"Picidae","Picus","viridis",176,"Picus viridis"
"Picidae","Picus","vittatus",110,"Picus vittatus"
"Picidae","Picus","xanthopygaeus",99.7,"Picus xanthopygaeus"
"Picidae","Reinwardtipicus","validus",149,"Reinwardtipicus validus"
"Picidae","Sasia","abnormis",9.2,"Sasia abnormis"
"Picidae","Sasia","africana",9.4,"Sasia africana"
"Picidae","Sasia","ochracea",9.7,"Sasia ochracea"
"Picidae","Sphyrapicus","nuchalis",47.9,"Sphyrapicus nuchalis"
"Picidae","Sphyrapicus","ruber",53.5,"Sphyrapicus ruber"
"Picidae","Sphyrapicus","thyroideus",47.6,"Sphyrapicus thyroideus"
"Picidae","Sphyrapicus","varius",50.3,"Sphyrapicus varius"
"Picidae","Veniliornis","affinis",34.9,"Veniliornis affinis"
"Picidae","Veniliornis","callonotus",26.6,"Veniliornis callonotus"
"Picidae","Veniliornis","cassini",34.6,"Veniliornis cassini"
"Picidae","Veniliornis","chocoensis",30,"Veniliornis chocoensis"
"Picidae","Veniliornis","dignus",37.6,"Veniliornis dignus"
"Picidae","Veniliornis","frontalis",36.7,"Veniliornis frontalis"
"Picidae","Veniliornis","fumigatus",36.2,"Veniliornis fumigatus"
"Picidae","Veniliornis","kirkii",28.8,"Veniliornis kirkii"
"Picidae","Veniliornis","maculifrons",31.4,"Veniliornis maculifrons"
"Picidae","Veniliornis","nigriceps",44,"Veniliornis nigriceps"
"Picidae","Veniliornis","passerinus",32.1,"Veniliornis passerinus"
"Picidae","Veniliornis","sanguineus",26.5,"Veniliornis sanguineus"
"Picidae","Veniliornis","spilogaster",40.3,"Veniliornis spilogaster"
"Pittidae","Pitta","angolensis",65.5,"Pitta angolensis"
"Pittidae","Pitta","brachyura",55.5,"Pitta brachyura"
"Pittidae","Pitta","caerulea",202,"Pitta caerulea"
"Pittidae","Pitta","cyanea",110,"Pitta cyanea"
"Pittidae","Pitta","elliotii",91,"Pitta elliotii"
"Pittidae","Pitta","erythrogaster",74.1,"Pitta erythrogaster"
"Pittidae","Pitta","granatina",55.4,"Pitta granatina"
"Pittidae","Pitta","guajana",81.5,"Pitta guajana"
"Pittidae","Pitta","gurneyi",60.5,"Pitta gurneyi"
"Pittidae","Pitta","iris",62.2,"Pitta iris"
"Pittidae","Pitta","megarhyncha",85,"Pitta megarhyncha"
"Pittidae","Pitta","moluccensis",76,"Pitta moluccensis"
"Pittidae","Pitta","nipalensis",124,"Pitta nipalensis"
"Pittidae","Pitta","nympha",90.1,"Pitta nympha"
"Pittidae","Pitta","oatesi",120,"Pitta oatesi"
"Pittidae","Pitta","phayrei",100,"Pitta phayrei"
"Pittidae","Pitta","reichenowi",83,"Pitta reichenowi"
"Pittidae","Pitta","sordida",64.5,"Pitta sordida"
"Pittidae","Pitta","soror",114,"Pitta soror"
"Pittidae","Pitta","versicolor",89.5,"Pitta versicolor"
"Pluvianellidae","Pluvianellus","socialis",84.3,"Pluvianellus socialis"
"Podargidae","Podargus","ocellatus",174,"Podargus ocellatus"
"Podargidae","Podargus","papuensis",378,"Podargus papuensis"
"Podargidae","Podargus","strigoides",302,"Podargus strigoides"
"Podicipedidae","Aechmophorus","clarkii",961,"Aechmophorus clarkii"
"Podicipedidae","Aechmophorus","occidentalis",1156,"Aechmophorus occidentalis"
"Podicipedidae","Podiceps","andinus",297,"Podiceps andinus"
"Podicipedidae","Podiceps","auritus",453,"Podiceps auritus"
"Podicipedidae","Podiceps","cristatus",771,"Podiceps cristatus"
"Podicipedidae","Podiceps","gallardoi",575,"Podiceps gallardoi"
"Podicipedidae","Podiceps","grisegena",1023,"Podiceps grisegena"
"Podicipedidae","Podiceps","major",1646,"Podiceps major"
"Podicipedidae","Podiceps","nigricollis",415,"Podiceps nigricollis"
"Podicipedidae","Podiceps","occipitalis",321,"Podiceps occipitalis"
"Podicipedidae","Podiceps","taczanowskii",392,"Podiceps taczanowskii"
"Podicipedidae","Podilymbus","gigas",699,"Podilymbus gigas"
"Podicipedidae","Podilymbus","podiceps",416,"Podilymbus podiceps"
"Podicipedidae","Poliocephalus","poliocephalus",241,"Poliocephalus poliocephalus"
"Podicipedidae","Rollandia","microptera",70.6,"Rollandia microptera"
"Podicipedidae","Rollandia","rolland",336,"Rollandia rolland"
"Podicipedidae","Tachybaptus","dominicus",127,"Tachybaptus dominicus"
"Podicipedidae","Tachybaptus","novaehollandiae",219,"Tachybaptus novaehollandiae"
"Podicipedidae","Tachybaptus","ruficollis",213,"Tachybaptus ruficollis"
"Pomatostomidae","Pomatostomus","halli",41.8,"Pomatostomus halli"
"Pomatostomidae","Pomatostomus","ruficeps",57.8,"Pomatostomus ruficeps"
"Pomatostomidae","Pomatostomus","superciliosus",41,"Pomatostomus superciliosus"
"Pomatostomidae","Pomatostomus","temporalis",75,"Pomatostomus temporalis"
"Psittacidae","Agapornis","fischeri",48.3,"Agapornis fischeri"
"Psittacidae","Agapornis","lilianae",37.3,"Agapornis lilianae"
"Psittacidae","Agapornis","personata",52.5,"Agapornis personata"
"Psittacidae","Agapornis","pullaria",39.3,"Agapornis pullaria"
"Psittacidae","Agapornis","roseicollis",54.5,"Agapornis roseicollis"
"Psittacidae","Bolborhynchus","ferrugineifrons",31.9,"Bolborhynchus ferrugineifrons"
"Psittacidae","Bolborhynchus","lineola",56.2,"Bolborhynchus lineola"
"Psittacidae","Bolborhynchus","orbygnesius",43.1,"Bolborhynchus orbygnesius"
"Psittacidae","Brotogeris","chiriri",61.6,"Brotogeris chiriri"
"Psittacidae","Brotogeris","chrysopterus",54.5,"Brotogeris chrysopterus"
"Psittacidae","Brotogeris","cyanoptera",56,"Brotogeris cyanoptera"
"Psittacidae","Brotogeris","jugularis",63.3,"Brotogeris jugularis"
"Psittacidae","Brotogeris","pyrrhopterus",64,"Brotogeris pyrrhopterus"
"Psittacidae","Brotogeris","sanctithomae",59,"Brotogeris sanctithomae"
"Psittacidae","Brotogeris","tirica",63,"Brotogeris tirica"
"Psittacidae","Brotogeris","versicolurus",71.6,"Brotogeris versicolurus"
"Psittacidae","Cacatua","galerita",724,"Cacatua galerita"
"Psittacidae","Cacatua","leadbeateri",392,"Cacatua leadbeateri"
"Psittacidae","Cacatua","pastinator",666,"Cacatua pastinator"
"Psittacidae","Cacatua","roseicapilla",400,"Cacatua roseicapilla"
"Psittacidae","Cacatua","tenuirostris",567,"Cacatua tenuirostris"
"Psittacidae","Callocephalon","fimbriatum",256,"Callocephalon fimbriatum"
"Psittacidae","Calyptorhynchus","banksii",724,"Calyptorhynchus banksii"
"Psittacidae","Calyptorhynchus","baudinii",620,"Calyptorhynchus baudinii"
"Psittacidae","Calyptorhynchus","funereus",679,"Calyptorhynchus funereus"
"Psittacidae","Calyptorhynchus","lathami",437,"Calyptorhynchus lathami"
"Psittacidae","Cyanoliseus","patagonus",278,"Cyanoliseus patagonus"
"Psittacidae","Cyanopsitta","spixii",200,"Cyanopsitta spixii"
"Psittacidae","Cyclopsitta","diophthalma",42.4,"Cyclopsitta diophthalma"
"Psittacidae","Deroptyus","accipitrinus",240,"Deroptyus accipitrinus"
"Psittacidae","Diopsittaca","nobilis",151,"Diopsittaca nobilis"
"Psittacidae","Eclectus","roratus",487,"Eclectus roratus"
"Psittacidae","Enicognathus","ferrugineus",160,"Enicognathus ferrugineus"
"Psittacidae","Enicognathus","leptorhynchus",193,"Enicognathus leptorhynchus"
"Psittacidae","Forpus","coelestis",26.2,"Forpus coelestis"
"Psittacidae","Forpus","conspicillatus",26.4,"Forpus conspicillatus"
"Psittacidae","Forpus","cyanopygius",33.5,"Forpus cyanopygius"
"Psittacidae","Forpus","passerinus",23,"Forpus passerinus"
"Psittacidae","Forpus","sclateri",27.2,"Forpus sclateri"
"Psittacidae","Forpus","xanthops",33.4,"Forpus xanthops"
"Psittacidae","Forpus","xanthopterygius",31,"Forpus xanthopterygius"
"Psittacidae","Geoffroyus","geoffroyi",164,"Geoffroyus geoffroyi"
"Psittacidae","Glossopsitta","concinna",70.8,"Glossopsitta concinna"
"Psittacidae","Glossopsitta","porphyrocephala",44.7,"Glossopsitta porphyrocephala"
"Psittacidae","Glossopsitta","pusilla",39.4,"Glossopsitta pusilla"
"Psittacidae","Graydidascalus","brachyurus",159,"Graydidascalus brachyurus"
