"Family","Genus","Species","Body Mass(gram)","Binomial"
"Psittacidae","Guarouba","guarouba",194,"Guarouba guarouba"
"Psittacidae","Hapalopsittaca","amazonina",106,"Hapalopsittaca amazonina"
"Psittacidae","Hapalopsittaca","fuertesi",105,"Hapalopsittaca fuertesi"
"Psittacidae","Hapalopsittaca","melanotis",158,"Hapalopsittaca melanotis"
"Psittacidae","Hapalopsittaca","pyrrhops",103,"Hapalopsittaca pyrrhops"
"Psittacidae","Leptosittaca","branickii",309,"Leptosittaca branickii"
"Psittacidae","Loriculus","galgulus",28,"Loriculus galgulus"
"Psittacidae","Loriculus","vernalis",35.7,"Loriculus vernalis"
"Psittacidae","Melopsittacus","undulatus",29,"Melopsittacus undulatus"
"Psittacidae","Myiopsitta","monachus",120,"Myiopsitta monachus"
"Psittacidae","Nandayus","nenday",128,"Nandayus nenday"
"Psittacidae","Nannopsittaca","dachilleae",41.5,"Nannopsittaca dachilleae"
"Psittacidae","Nannopsittaca","panychlora",44.1,"Nannopsittaca panychlora"
"Psittacidae","Neophema","chrysostoma",45.9,"Neophema chrysostoma"
"Psittacidae","Neophema","elegans",43.4,"Neophema elegans"
"Psittacidae","Neophema","pulchella",38,"Neophema pulchella"
"Psittacidae","Neophema","splendida",38.6,"Neophema splendida"
"Psittacidae","Neopsephotus","bourkii",44.4,"Neopsephotus bourkii"
"Psittacidae","Northiella","haematogaster",85.9,"Northiella haematogaster"
"Psittacidae","Nymphicus","hollandicus",94.7,"Nymphicus hollandicus"
"Psittacidae","Ognorhynchus","icterotis",285,"Ognorhynchus icterotis"
"Psittacidae","Orthopsittaca","manilata",372,"Orthopsittaca manilata"
"Psittacidae","Pezoporus","occidentalis",200,"Pezoporus occidentalis"
"Psittacidae","Pezoporus","wallicus",71.4,"Pezoporus wallicus"
"Psittacidae","Pionites","leucogaster",155,"Pionites leucogaster"
"Psittacidae","Pionites","melanocephala",149,"Pionites melanocephala"
"Psittacidae","Pionopsitta","barrabandi",140,"Pionopsitta barrabandi"
"Psittacidae","Pionopsitta","caica",132,"Pionopsitta caica"
"Psittacidae","Pionopsitta","haematotis",149,"Pionopsitta haematotis"
"Psittacidae","Pionopsitta","pileata",119,"Pionopsitta pileata"
"Psittacidae","Pionopsitta","pulchra",150,"Pionopsitta pulchra"
"Psittacidae","Pionopsitta","pyrilia",148.1,"Pionopsitta pyrilia"
"Psittacidae","Pionopsitta","vulturina",148.1,"Pionopsitta vulturina"
"Psittacidae","Pionus","chalcopterus",210,"Pionus chalcopterus"
"Psittacidae","Pionus","fuscus",206,"Pionus fuscus"
"Psittacidae","Pionus","maximiliani",293,"Pionus maximiliani"
"Psittacidae","Pionus","menstruus",251,"Pionus menstruus"
"Psittacidae","Pionus","senilis",212,"Pionus senilis"
"Psittacidae","Pionus","seniloides",210,"Pionus seniloides"
"Psittacidae","Pionus","sordidus",266,"Pionus sordidus"
"Psittacidae","Pionus","tumultuosus",239,"Pionus tumultuosus"
"Psittacidae","Platycercus","adscitus",111,"Platycercus adscitus"
"Psittacidae","Platycercus","elegans",125,"Platycercus elegans"
"Psittacidae","Platycercus","eximius",104,"Platycercus eximius"
"Psittacidae","Platycercus","icterotis",63.3,"Platycercus icterotis"
"Psittacidae","Platycercus","venustus",89.5,"Platycercus venustus"
"Psittacidae","Poicephalus","crassus",187.12,"Poicephalus crassus"
"Psittacidae","Poicephalus","cryptoxanthus",140,"Poicephalus cryptoxanthus"
"Psittacidae","Poicephalus","flavifrons",174,"Poicephalus flavifrons"
"Psittacidae","Poicephalus","gulielmi",275,"Poicephalus gulielmi"
"Psittacidae","Poicephalus","meyeri",118,"Poicephalus meyeri"
"Psittacidae","Poicephalus","robustus",344,"Poicephalus robustus"
"Psittacidae","Poicephalus","rueppellii",116,"Poicephalus rueppellii"
"Psittacidae","Poicephalus","rufiventris",120,"Poicephalus rufiventris"
"Psittacidae","Poicephalus","senegalus",147,"Poicephalus senegalus"
"Psittacidae","Polytelis","alexandrae",104,"Polytelis alexandrae"
"Psittacidae","Polytelis","anthopeplus",170,"Polytelis anthopeplus"
"Psittacidae","Polytelis","swainsonii",153,"Polytelis swainsonii"
"Psittacidae","Probosciger","aterrimus",841,"Probosciger aterrimus"
"Psittacidae","Propyrrhura","auricollis",249,"Propyrrhura auricollis"
"Psittacidae","Propyrrhura","couloni",250,"Propyrrhura couloni"
"Psittacidae","Propyrrhura","maracana",256,"Propyrrhura maracana"
"Psittacidae","Psephotus","chrysopterygius",46.8,"Psephotus chrysopterygius"
"Psittacidae","Psephotus","dissimilis",45.8,"Psephotus dissimilis"
"Psittacidae","Psephotus","haematonotus",61.4,"Psephotus haematonotus"
"Psittacidae","Psephotus","pulcherrimus",61.5,"Psephotus pulcherrimus"
"Psittacidae","Psephotus","varius",61.5,"Psephotus varius"
"Psittacidae","Psilopsiagon","aurifrons",33.6,"Psilopsiagon aurifrons"
"Psittacidae","Psilopsiagon","aymara",30,"Psilopsiagon aymara"
"Psittacidae","Psittacula","alexandri",147,"Psittacula alexandri"
"Psittacidae","Psittacula","columboides",85.5,"Psittacula columboides"
"Psittacidae","Psittacula","cyanocephala",66,"Psittacula cyanocephala"
"Psittacidae","Psittacula","derbiana",251,"Psittacula derbiana"
"Psittacidae","Psittacula","eupatria",214,"Psittacula eupatria"
"Psittacidae","Psittacula","finschii",89.6,"Psittacula finschii"
"Psittacidae","Psittacula","himalayana",110,"Psittacula himalayana"
"Psittacidae","Psittacula","krameri",117,"Psittacula krameri"
"Psittacidae","Psittacula","longicauda",107,"Psittacula longicauda"
"Psittacidae","Psittacula","roseata",66,"Psittacula roseata"
"Psittacidae","Psittacus","erithacus",402,"Psittacus erithacus"
"Psittacidae","Psitteuteles","versicolor",53.5,"Psitteuteles versicolor"
"Psittacidae","Psittinus","cyanurus",35,"Psittinus cyanurus"
"Psittacidae","Purpureicephalus","spurius",116,"Purpureicephalus spurius"
"Psittacidae","Pyrrhura","albipectus",74.8,"Pyrrhura albipectus"
"Psittacidae","Pyrrhura","anaca",71.3,"Pyrrhura anaca"
"Psittacidae","Pyrrhura","caeruleiceps",63,"Pyrrhura caeruleiceps"
"Psittacidae","Pyrrhura","calliptera",72.5,"Pyrrhura calliptera"
"Psittacidae","Pyrrhura","cruentata",79.5,"Pyrrhura cruentata"
"Psittacidae","Pyrrhura","devillei",75.9,"Pyrrhura devillei"
"Psittacidae","Pyrrhura","egregia",75.9,"Pyrrhura egregia"
"Psittacidae","Pyrrhura","eisenmanni",63,"Pyrrhura eisenmanni"
"Psittacidae","Pyrrhura","emma",73.6,"Pyrrhura emma"
"Psittacidae","Pyrrhura","frontalis",80.1,"Pyrrhura frontalis"
"Psittacidae","Pyrrhura","hoematotis",68.7,"Pyrrhura hoematotis"
"Psittacidae","Pyrrhura","hoffmanni",82.2,"Pyrrhura hoffmanni"
"Psittacidae","Pyrrhura","lepida",74.8,"Pyrrhura lepida"
"Psittacidae","Pyrrhura","leucotis",71.3,"Pyrrhura leucotis"
"Psittacidae","Pyrrhura","melanura",70.6,"Pyrrhura melanura"
"Psittacidae","Pyrrhura","molinae",77.1,"Pyrrhura molinae"
"Psittacidae","Pyrrhura","orcesi",70.8,"Pyrrhura orcesi"
"Psittacidae","Pyrrhura","perlata",75,"Pyrrhura perlata"
"Psittacidae","Pyrrhura","pfrimeri",71.3,"Pyrrhura pfrimeri"
"Psittacidae","Pyrrhura","picta",62.1,"Pyrrhura picta"
"Psittacidae","Pyrrhura","rhodocephala",75.4,"Pyrrhura rhodocephala"
"Psittacidae","Pyrrhura","rupicola",75,"Pyrrhura rupicola"
"Psittacidae","Pyrrhura","subandina",63,"Pyrrhura subandina"
"Psittacidae","Pyrrhura","viridicata",74.8,"Pyrrhura viridicata"
"Psittacidae","Rhynchopsitta","pachyrhyncha",325,"Rhynchopsitta pachyrhyncha"
"Psittacidae","Rhynchopsitta","terrisi",442,"Rhynchopsitta terrisi"
"Psittacidae","Touit","batavica",55,"Touit batavica"
"Psittacidae","Touit","costaricensis",80,"Touit costaricensis"
"Psittacidae","Touit","dilectissima",65,"Touit dilectissima"
"Psittacidae","Touit","huetii",60,"Touit huetii"
"Psittacidae","Touit","melanonota",67.8,"Touit melanonota"
"Psittacidae","Touit","purpurata",59.7,"Touit purpurata"
"Psittacidae","Touit","stictoptera",78.8,"Touit stictoptera"
"Psittacidae","Touit","surda",67.2,"Touit surda"
"Psittacidae","Trichoglossus","chlorolepidotus",87.1,"Trichoglossus chlorolepidotus"
"Psittacidae","Trichoglossus","haematodus",117.2,"Trichoglossus haematodus"
"Psittacidae","Trichoglossus","rubritorquis",120,"Trichoglossus rubritorquis"
"Psittacidae","Triclaria","malachitacea",152,"Triclaria malachitacea"
"Psophiidae","Psophia","crepitans",1026,"Psophia crepitans"
"Psophiidae","Psophia","leucoptera",1317,"Psophia leucoptera"
"Psophiidae","Psophia","viridis",1071,"Psophia viridis"
"Pteroclidae","Pterocles","alchata",285,"Pterocles alchata"
"Pteroclidae","Pterocles","bicinctus",237,"Pterocles bicinctus"
"Pteroclidae","Pterocles","burchelli",181,"Pterocles burchelli"
"Pteroclidae","Pterocles","coronatus",300,"Pterocles coronatus"
"Pteroclidae","Pterocles","decoratus",184,"Pterocles decoratus"
"Pteroclidae","Pterocles","exustus",212,"Pterocles exustus"
"Pteroclidae","Pterocles","gutturalis",338,"Pterocles gutturalis"
"Pteroclidae","Pterocles","indicus",179,"Pterocles indicus"
"Pteroclidae","Pterocles","lichtensteinii",211,"Pterocles lichtensteinii"
"Pteroclidae","Pterocles","namaqua",177,"Pterocles namaqua"
"Pteroclidae","Pterocles","orientalis",406,"Pterocles orientalis"
"Pteroclidae","Pterocles","senegallus",264,"Pterocles senegallus"
"Pteroclidae","Syrrhaptes","paradoxus",257,"Syrrhaptes paradoxus"
"Pteroclidae","Syrrhaptes","tibetanus",347,"Syrrhaptes tibetanus"
"Ptilnorhynchidae","Ailuroedus","crassirostris",206,"Ailuroedus crassirostris"
"Ptilnorhynchidae","Ailuroedus","melanotis",177,"Ailuroedus melanotis"
"Ptilnorhynchidae","Chlamydera","cerviniventris",157,"Chlamydera cerviniventris"
"Ptilnorhynchidae","Chlamydera","guttata",136,"Chlamydera guttata"
"Ptilnorhynchidae","Chlamydera","maculata",140,"Chlamydera maculata"
"Ptilnorhynchidae","Chlamydera","nuchalis",201,"Chlamydera nuchalis"
"Ptilnorhynchidae","Prionodura","newtoniana",78.5,"Prionodura newtoniana"
"Ptilnorhynchidae","Ptilonorhynchus","violaceus",219,"Ptilonorhynchus violaceus"
"Ptilnorhynchidae","Scenopoeetus","dentirostris",164,"Scenopoeetus dentirostris"
"Ptilnorhynchidae","Sericulus","chrysocephalus",100,"Sericulus chrysocephalus"
"Pycnonotidae","Alophoixus","finschii",24.2,"Alophoixus finschii"
"Pycnonotidae","Alophoixus","flaveolus",45.7,"Alophoixus flaveolus"
"Pycnonotidae","Alophoixus","ochraceus",41.5,"Alophoixus ochraceus"
"Pycnonotidae","Alophoixus","pallidus",46,"Alophoixus pallidus"
"Pycnonotidae","Alophoixus","phaeocephalus",32,"Alophoixus phaeocephalus"
"Pycnonotidae","Andropadus","ansorgei",18.7,"Andropadus ansorgei"
"Pycnonotidae","Andropadus","curvirostris",24.9,"Andropadus curvirostris"
"Pycnonotidae","Andropadus","gracilirostris",31.3,"Andropadus gracilirostris"
"Pycnonotidae","Andropadus","gracilis",21.7,"Andropadus gracilis"
"Pycnonotidae","Andropadus","importunus",27.4,"Andropadus importunus"
"Pycnonotidae","Andropadus","latirostris",26.3,"Andropadus latirostris"
"Pycnonotidae","Andropadus","masukuensis",26.8,"Andropadus masukuensis"
"Pycnonotidae","Andropadus","milanjensis",37.4,"Andropadus milanjensis"
"Pycnonotidae","Andropadus","montanus",32.6,"Andropadus montanus"
"Pycnonotidae","Andropadus","tephrolaemus",38.3,"Andropadus tephrolaemus"
"Pycnonotidae","Andropadus","virens",26.3,"Andropadus virens"
"Pycnonotidae","Baeopogon","clamans",46.5,"Baeopogon clamans"
"Pycnonotidae","Baeopogon","indicator",45.9,"Baeopogon indicator"
"Pycnonotidae","Bleda","canicapilla",40.3,"Bleda canicapilla"
"Pycnonotidae","Bleda","eximia",35.7,"Bleda eximia"
"Pycnonotidae","Bleda","syndactyla",45.5,"Bleda syndactyla"
"Pycnonotidae","Calyptocichla","serina",38.8,"Calyptocichla serina"
"Pycnonotidae","Chlorocichla","falkensteini",31.7,"Chlorocichla falkensteini"
"Pycnonotidae","Chlorocichla","flavicollis",48.8,"Chlorocichla flavicollis"
"Pycnonotidae","Chlorocichla","flaviventris",39.5,"Chlorocichla flaviventris"
"Pycnonotidae","Chlorocichla","laetissima",50.2,"Chlorocichla laetissima"
"Pycnonotidae","Chlorocichla","prigoginei",42.8,"Chlorocichla prigoginei"
"Pycnonotidae","Chlorocichla","simplex",46.5,"Chlorocichla simplex"
"Pycnonotidae","Criniger","barbatus",42.6,"Criniger barbatus"
"Pycnonotidae","Criniger","calurus",36.2,"Criniger calurus"
"Pycnonotidae","Criniger","chloronotus",45,"Criniger chloronotus"
"Pycnonotidae","Criniger","ndussumensis",23,"Criniger ndussumensis"
"Pycnonotidae","Criniger","olivaceus",28.1,"Criniger olivaceus"
"Pycnonotidae","Hemixos","castanonotus",35,"Hemixos castanonotus"
"Pycnonotidae","Hemixos","flavala",32.5,"Hemixos flavala"
"Pycnonotidae","Hypsipetes","leucocephalus",16,"Hypsipetes leucocephalus"
"Pycnonotidae","Hypsipetes","mcclellandii",32.5,"Hypsipetes mcclellandii"
"Pycnonotidae","Hypsipetes","thompsoni",41.8,"Hypsipetes thompsoni"
"Pycnonotidae","Iole","indica",30.6,"Iole indica"
"Pycnonotidae","Iole","olivacea",25.9,"Iole olivacea"
"Pycnonotidae","Iole","propinqua",25.9,"Iole propinqua"
"Pycnonotidae","Iole","virescens",25,"Iole virescens"
"Pycnonotidae","Ixonotus","guttatus",35.2,"Ixonotus guttatus"
"Pycnonotidae","Ixos","amaurotis",70.9,"Ixos amaurotis"
"Pycnonotidae","Ixos","malaccensis",37.3,"Ixos malaccensis"
"Pycnonotidae","Neolestes","torquatus",22.5,"Neolestes torquatus"
"Pycnonotidae","Nicator","chloris",46.2,"Nicator chloris"
"Pycnonotidae","Nicator","gularis",46.5,"Nicator gularis"
"Pycnonotidae","Nicator","vireo",23.6,"Nicator vireo"
"Pycnonotidae","Phyllastrephus","albigularis",24.7,"Phyllastrephus albigularis"
"Pycnonotidae","Phyllastrephus","baumanni",27.6,"Phyllastrephus baumanni"
"Pycnonotidae","Phyllastrephus","cabanisi",25.5,"Phyllastrephus cabanisi"
"Pycnonotidae","Phyllastrephus","cerviniventis",27,"Phyllastrephus cerviniventis"
"Pycnonotidae","Phyllastrephus","debilis",14.4,"Phyllastrephus debilis"
"Pycnonotidae","Phyllastrephus","fischeri",27.2,"Phyllastrephus fischeri"
"Pycnonotidae","Phyllastrephus","flavostriatus",28.5,"Phyllastrephus flavostriatus"
"Pycnonotidae","Phyllastrephus","fulviventris",33.5,"Phyllastrephus fulviventris"
"Pycnonotidae","Phyllastrephus","hypochloris",23.3,"Phyllastrephus hypochloris"
"Pycnonotidae","Phyllastrephus","icterinus",19,"Phyllastrephus icterinus"
"Pycnonotidae","Phyllastrephus","lorenzi",19,"Phyllastrephus lorenzi"
"Pycnonotidae","Phyllastrephus","poensis",28.9,"Phyllastrephus poensis"
"Pycnonotidae","Phyllastrephus","strepitans",27.1,"Phyllastrephus strepitans"
"Pycnonotidae","Phyllastrephus","terrestris",29.9,"Phyllastrephus terrestris"
"Pycnonotidae","Phyllastrephus","xavieri",22.9,"Phyllastrephus xavieri"
"Pycnonotidae","Phyllastrephus","poliocephalus",53,"Phyllastrephus poliocephalus"
"Pycnonotidae","Pycnonotus","atriceps",25.5,"Pycnonotus atriceps"
"Pycnonotidae","Pycnonotus","aurigaster",44.4,"Pycnonotus aurigaster"
"Pycnonotidae","Pycnonotus","barbatus",32.7,"Pycnonotus barbatus"
"Pycnonotidae","Pycnonotus","blanfordi",33.4,"Pycnonotus blanfordi"
"Pycnonotidae","Pycnonotus","brunneus",28.8,"Pycnonotus brunneus"
"Pycnonotidae","Pycnonotus","cafer",43,"Pycnonotus cafer"
"Pycnonotidae","Pycnonotus","capensis",38.6,"Pycnonotus capensis"
"Pycnonotidae","Pycnonotus","cyaniventris",22,"Pycnonotus cyaniventris"
"Pycnonotidae","Pycnonotus","erythropthalmos",19.2,"Pycnonotus erythropthalmos"
"Pycnonotidae","Pycnonotus","eutilotus",35.3,"Pycnonotus eutilotus"
"Pycnonotidae","Pycnonotus","finlaysoni",26.3,"Pycnonotus finlaysoni"
"Pycnonotidae","Pycnonotus","flavescens",28.9,"Pycnonotus flavescens"
"Pycnonotidae","Pycnonotus","goiavier",27.8,"Pycnonotus goiavier"
"Pycnonotidae","Pycnonotus","jocosus",30,"Pycnonotus jocosus"
"Pycnonotidae","Pycnonotus","leucogenys",36,"Pycnonotus leucogenys"
"Pycnonotidae","Pycnonotus","leucotis",27.5,"Pycnonotus leucotis"
"Pycnonotidae","Pycnonotus","luteolus",34.7,"Pycnonotus luteolus"
"Pycnonotidae","Pycnonotus","melanicterus",30.7,"Pycnonotus melanicterus"
"Pycnonotidae","Pycnonotus","melanoleucos",31,"Pycnonotus melanoleucos"
"Pycnonotidae","Pycnonotus","nigricans",30.8,"Pycnonotus nigricans"
"Pycnonotidae","Pycnonotus","plumosus",34.9,"Pycnonotus plumosus"
"Pycnonotidae","Pycnonotus","priocephalus",28.7,"Pycnonotus priocephalus"
"Pycnonotidae","Pycnonotus","simplex",25.1,"Pycnonotus simplex"
"Pycnonotidae","Pycnonotus","sinensis",34.2,"Pycnonotus sinensis"
"Pycnonotidae","Pycnonotus","squamatus",22,"Pycnonotus squamatus"
"Pycnonotidae","Pycnonotus","striatus",52.5,"Pycnonotus striatus"
"Pycnonotidae","Pycnonotus","xantholaemus",32,"Pycnonotus xantholaemus"
"Pycnonotidae","Pycnonotus","xanthopygos",38.1,"Pycnonotus xanthopygos"
"Pycnonotidae","Pycnonotus","xanthorrhous",26.9,"Pycnonotus xanthorrhous"
"Pycnonotidae","Pycnonotus","zeylanicus",86.5,"Pycnonotus zeylanicus"
"Pycnonotidae","Pyrrhura","scandens",43,"Pyrrhura scandens"
"Pycnonotidae","Spizixos","canifrons",44,"Spizixos canifrons"
"Pycnonotidae","Spizixos","semitorques",33.8,"Spizixos semitorques"
"Pycnonotidae","Thescelocichla","leucophleura",62.1,"Thescelocichla leucophleura"
"Pycnonotidae","Tricholestes","criniger",17.1,"Tricholestes criniger"
"Rallidae","Aenigmatolimnas","marginalis",51.2,"Aenigmatolimnas marginalis"
"Rallidae","Amaurolimnas","concolor",133,"Amaurolimnas concolor"
"Rallidae","Amaurornis","akool",134,"Amaurornis akool"
"Rallidae","Amaurornis","bicolor",290,"Amaurornis bicolor"
"Rallidae","Amaurornis","flavirostris",86.2,"Amaurornis flavirostris"
"Rallidae","Amaurornis","olivaceus",292,"Amaurornis olivaceus"
"Rallidae","Amaurornis","phoenicurus",180,"Amaurornis phoenicurus"
"Rallidae","Anurolimnas","castaneiceps",126,"Anurolimnas castaneiceps"
"Rallidae","Aramides","axillaris",292,"Aramides axillaris"
"Rallidae","Aramides","cajanea",397,"Aramides cajanea"
"Rallidae","Aramides","calopterus",437.3,"Aramides calopterus"
"Rallidae","Aramides","mangle",183,"Aramides mangle"
"Rallidae","Aramides","saracura",540,"Aramides saracura"
"Rallidae","Aramides","wolfi",454,"Aramides wolfi"
"Rallidae","Aramides","ypecaha",701,"Aramides ypecaha"
"Rallidae","Canirallus","ocules",256.88,"Canirallus ocules"
"Rallidae","Coturnicops","exquisitus",24.5,"Coturnicops exquisitus"
"Rallidae","Coturnicops","notatus",30,"Coturnicops notatus"
"Rallidae","Coturnicops","noveboracensis",60.9,"Coturnicops noveboracensis"
"Rallidae","Crex","crex",156,"Crex crex"
"Rallidae","Crex","egregia",119,"Crex egregia"
"Rallidae","Eulabeornis","castaneoventris",687,"Eulabeornis castaneoventris"
"Rallidae","Fulica","americana",642,"Fulica americana"
"Rallidae","Fulica","ardesiaca",988,"Fulica ardesiaca"
"Rallidae","Fulica","armillata",1040,"Fulica armillata"
"Rallidae","Fulica","atra",684,"Fulica atra"
"Rallidae","Fulica","caribaea",345.4,"Fulica caribaea"
"Rallidae","Fulica","cornuta",2125,"Fulica cornuta"
"Rallidae","Fulica","cristata",826,"Fulica cristata"
"Rallidae","Fulica","gigantea",2455,"Fulica gigantea"
"Rallidae","Fulica","leucoptera",656,"Fulica leucoptera"
"Rallidae","Fulica","rufifrons",644,"Fulica rufifrons"
"Rallidae","Gallicrex","cinerea",403,"Gallicrex cinerea"
"Rallidae","Gallinula","angulata",132,"Gallinula angulata"
"Rallidae","Gallinula","chloropus",344,"Gallinula chloropus"
"Rallidae","Gallinula","tenebrosa",532,"Gallinula tenebrosa"
"Rallidae","Gallinula","ventralis",387,"Gallinula ventralis"
"Rallidae","Gallirallus","philippensis",208,"Gallirallus philippensis"
"Rallidae","Gallirallus","striatus",116,"Gallirallus striatus"
"Rallidae","Laterallus","albigularis",47.4,"Laterallus albigularis"
"Rallidae","Laterallus","exilis",33.6,"Laterallus exilis"
"Rallidae","Laterallus","fasciatus",66.4,"Laterallus fasciatus"
"Rallidae","Laterallus","jamaicensis",32.7,"Laterallus jamaicensis"
"Rallidae","Laterallus","leucopyrrhus",45.5,"Laterallus leucopyrrhus"
"Rallidae","Laterallus","levraudi",52.5,"Laterallus levraudi"
"Rallidae","Laterallus","melanophaius",52.1,"Laterallus melanophaius"
"Rallidae","Laterallus","ruber",44.4,"Laterallus ruber"
"Rallidae","Laterallus","tuerosi",32,"Laterallus tuerosi"
"Rallidae","Laterallus","viridis",64,"Laterallus viridis"
"Rallidae","Laterallus","xenopterus",56.9,"Laterallus xenopterus"
"Rallidae","Micropygia","schomburgkii",31.2,"Micropygia schomburgkii"
"Rallidae","Neocrex","colombianus",54,"Neocrex colombianus"
"Rallidae","Neocrex","erythrops",58.3,"Neocrex erythrops"
"Rallidae","Pardirallus","maculatus",171,"Pardirallus maculatus"
